uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"d96f877b-8ca8-4a01-ad0c-5fc7be382012","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03131","ok","single bole tree","Live",14.8,130,13.5,,,,,,,,,,,,,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"9c97ac30-2ee3-4127-a03d-68ba2d138b14","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.09878","ok","liana","Live",4.3,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"296ebc48-7119-4d6c-ad56-928f7e0ee55b","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03127","ok","single bole tree","Live,  other damage",25.0,130,7.4,,,,,,,,,,,,"Bole mostly dead several living branches","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"ac41bba5-831b-4b1e-9875-bc995f91e364","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03165","ok","single shrub","Live",1.1,130,2.1,,,,2.9,1.7,,"inverted cone",1.3,10,0.12,0.07,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"ac6f5f48-adac-4cd9-bf87-462d6625f473","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.09896","ok","liana","Live",5.7,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"1ce0fd46-51ac-465a-9077-7554008225b6","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03162","ok","small tree","Live",3.1,130,4.8,,,,,,,,,,,,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"3ebc996d-b050-4d9f-a8a6-28ca80d15a1d","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.13465","ok","small shrub","Standing dead",,,1.5,,,,1.5,0.8,,"inverted cone",1.0,10,0.03,0.02,"dead due to windthrow","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"031ff48c-ac2a-490c-ae2e-7bed8fee3198","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03188","ok","liana","Live",5.3,130,,,,,,,,,,,,,"Type G","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"52d6589f-094e-4e13-ba46-9ba3533b439c","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03161","ok","single shrub","Live",1.7,130,2.8,,,,2.8,2.6,,"inverted cone",2.0,10,0.11,0.08,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"3eb1750d-288e-4ba3-a0dd-db5c3c0cdff4","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03171","ok","single shrub","Live",1.5,130,2.2,,,,2.3,2.0,,"inverted cone",2.4,10,0.06,0.03,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"8242a2f0-79ae-467e-98b3-6af9f446019e","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.10909","ok","liana","Live",5.4,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"e3168041-3958-44c3-98ed-14171d4be472","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03146","ok","single bole tree","Live",50.5,130,26.6,,,,,,,,,,,,,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"87c12827-2c2e-458a-9629-3d2c05fa4ffe","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.10908","ok","liana","Live",7.1,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"0e7484e1-33c2-4f1b-a452-21716cc91df6","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03135","ok","single bole tree","Live",16.0,130,11.2,,,,,,,,,,,,,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"5652c603-67e6-481e-830e-826270f577b7","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.09889","ok","liana","Live",4.8,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"da5adda0-3c0e-49e7-b286-848960f42c55","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03165","ok","single shrub","Live",1.2,130,2.1,,,,2.9,1.7,,"inverted cone",1.8,10,0.12,0.07,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"d5bbbe71-dd0a-4a29-8776-e027c15d3256","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.13464","ok","small shrub","Live",,,1.3,,,,1.0,0.8,,"inverted cone",1.1,10,0.01,0.01,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"f319bc20-7d33-45bd-aca2-cf623d40d2b2","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03188","ok","liana","Live,  other damage",4.0,130,,,,,,,,,,,,,"Type G unknown damage to bole","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"d67bf1ae-4773-4c77-84d5-85dc5660a0ed","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03141","ok","single bole tree","Live",20.4,130,11.3,,,,,,,,,,,,,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"a7622ff0-ade2-4ddc-bb10-5583754352ac","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03143","ok",,"Downed",,,,,,,,,,,,,,,"Tag remains for CDW","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"b2ee9d72-b26a-4160-9563-27511117cbeb","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03172","ok","small shrub","Live",,,2.2,,,,2.0,0.9,,"inverted cone",1.3,10,0.06,0.04,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"917a6fed-bd88-4e8c-8a4b-0d327eaaf158","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.13462","ok","single bole tree","Live",11.9,130,7.6,,,,,,,,,,,,,"GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"5dab1162-2ae3-499c-85dc-ae85791443ee","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03163","ok","single shrub","Live",1.5,130,2.2,,,,2.2,1.2,,"inverted cone",2.3,10,0.06,0.05,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"3d06e2a9-41a6-4b2b-b50a-b1ecfd3dd7d8","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03137","ok","single bole tree","Live, insect damaged",17.0,130,14.9,,,,,,,,,,,,"Bole and crown damage due to emerald ash borer epicormic sprouting","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"017ad977-4ab5-4997-a3d2-b2d2c2ce9157","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03136","ok",,"Downed",,,,,,,,,,,,,,,"Tag remains for CDW","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"196dee39-fab0-43ff-8761-09e245286d85","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.09888","ok","liana","Live",4.1,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"c4d6f565-dca7-4d9f-ba26-a6f44bd42289","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03153","ok","liana","Live",3.0,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"28d08473-238d-4fc5-973b-bcb0fcdf824e","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03170","ok","single shrub","Live",2.0,130,3.6,,,,2.0,1.8,,"inverted cone",2.6,10,0.05,0.03,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"f2c08be1-54a1-4347-8ed5-dabccde035ef","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.11978","ok","single shrub","Live",1.1,130,2.6,,,,1.5,1.2,,"inverted cone",1.7,10,0.02,0.02,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"766a6779-c720-4d84-9489-5bc8114cc215","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.09895","ok","liana","Live",4.7,130,,,,,,,,,,,,,"Type E","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"be67a8d5-1f17-43c0-9ad5-2eb39834824e","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03178","ok","single shrub","Live,  other damage",1.0,130,4.1,,,,3.4,2.1,,"inverted cone",1.5,10,0.13,0.07,"Crown dieback unknown cause","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"ed07a6aa-61bb-4806-8bcf-0f510a37380c","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.09887","ok","liana","Live",2.4,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"dbb51f9e-74b1-46de-9c6b-cf83cf5b1b7a","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03176","ok","single shrub","Live",1.5,130,2.6,,,,2.7,1.5,,"inverted cone",2.1,10,0.17,0.07,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"59ccf066-6802-45f8-85d7-5468231717be","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03168","ok","small shrub","Live",,,1.5,,,,1.2,0.7,,"inverted cone",1.5,10,0.02,0.02,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"d922c021-fd63-407e-aeda-4cbddfd49c2e","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03178","ok","single shrub","Live",3.0,130,4.1,,,,3.4,2.1,,"inverted cone",4.9,10,0.13,0.07,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"923cba23-1937-42e3-b853-4b68cbc38bd9","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.12170","ok","liana","Live",1.6,97,,,,,,,,,,,,,"Type c","2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"e54bcf71-158b-4134-97fb-ee3a904ab808","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.11976","ok","liana","Live",1.8,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"a3dedd73-3d2f-412d-b263-604c58461fe7","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03147","ok","liana","Live",3.7,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"b67bfe83-2e13-401e-aba5-e19624fc90a9","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03172","ok","small shrub","Live",,,2.2,,,,2.0,0.9,,"inverted cone",1.8,10,0.06,0.04,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=",
"811e968d-298f-4fba-99b2-59251e84889e","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.03130","ok","single bole tree","Live, insect damaged",10.5,130,8.4,,,,,,,,,,,,"Bole damage due to emerald ash borer","GRwvwbiSPMj1NaUhvL1kyVbfYNVH3Sr0UuCJMFnR3bg=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"f1b9f37a-ab26-45cb-871d-d6d25a5e35ab","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.09891","ok","liana","Live",2.1,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
"da7ed07c-a498-40d5-b93b-d38594017104","SCBI_064.basePlot.vst","2018-10-03","vst_SCBI_2018","D02","SCBI","SCBI_064",,"NEON.PLA.D02.SCBI.09884","ok","liana","Live",2.1,130,,,,,,,,,,,,,,"2CALKs4JNjmK3iYT4PUVEer6DObkBehF","2CALKs4JNjmK3iYT4PUVEer6DObkBehF",
