uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"5d6b06ba-a6cc-4543-ae48-265032111ae1","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.02586","ok","liana","Live",4.5,130,,,,,,,,,,,,,"Rule A","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"5201add0-ca4f-4622-8405-5672753bfc3b","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.02583","ok","liana","Live",5.5,130,,,,,,,,,,,,,"Rule A","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"ae98e180-c203-4d3c-818c-10216876ee10","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.13255","ok","small shrub","Live",,,1.3,,,,0.7,0.7,,"cylinder",1.1,10,,,,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"79d9c206-99f4-4f15-b4d0-365909417ae9","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.02577","ok","single bole tree","Live",49.3,130,21.3,,,,,,,,,,,,,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"00eca793-04d3-4d05-adf1-b568d3841844","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.02582","ok","single bole tree","Live",21.5,130,17.7,,,,,,,,,,,,"Looks healthy but also has very small patch of visible heartwood","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"b46427e2-76be-4e10-97af-26651582555f","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.13253","ok","small shrub","Live",,,1.2,,,,1.0,0.8,,"cylinder",1.0,10,,,,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"43a4f327-9c56-4401-a737-24cdfc98087f","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.02523","ok","single bole tree","Live",16.5,130,12.0,,,,,,,,,,,,,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"48a557a8-0ae1-48c7-afb3-507eda9b51c1","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.02535","ok","single bole tree","Live",18.3,130,16.4,,,,,,,,,,,,,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"db709ac5-69c4-4263-80ee-fdba03798a36","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.02544","ok","single bole tree","Live, physically damaged",11.5,130,3.6,,,,,,,,,,,,"Hollow bole; tree is bending at 40deg; possible insect disease; tree overall alive and well","MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
"968623cf-134f-4b8e-a336-6dd007483110","SCBI_049.basePlot.vst","2016-09-28","vst_SCBI_2016","D02","SCBI","SCBI_049",,"NEON.PLA.D02.SCBI.02541","ok","single bole tree","Live",14.5,130,13.4,,,,,,,,,,,,,"MAihFV9ECLSNBg1HSBddqS0ZUZa4DTjtYmYfVx1TOr0=","vG946HPdyCak4YNcquSpnhDyztG1jnbiCP4A7p87kck=","legacyData"
