uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"8753500b-b7cf-48e2-a5ab-29110d77cf57","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03641","ok","single shrub","Live",1.1,130,3.5,,,,2.8,1.4,,"inverted cone",1.7,10,0.17,0.14,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"51b9eba9-e09b-4020-a34c-5b6cb8431fb8","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03628","ok","single shrub","Live",1.1,130,5.1,,,,4.5,3.1,,"inverted cone",1.9,10,0.18,0.16,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"f67429fb-ec45-49a3-af8e-97bbdce65b0f","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03627","ok","single shrub","Live",2.6,130,1.7,,,,3.4,2.5,,"inverted cone",3.3,10,0.05,0.04,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"570c92ef-9aae-4255-a4e0-5a61150ae9a0","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03630","ok","single shrub","Live",4.2,130,3.6,,,,3.4,2.0,,"inverted cone",4.6,10,0.12,0.08,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"d7ef0310-252c-42ee-acf3-a546d789a5db","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03629","ok","single shrub","Live, physically damaged",5.2,130,3.6,0.1,,,4.7,2.0,,"ellipsoid or sphere",6.8,10,,,"Bole damage split; crown damage top dead; unknown cause","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"2facc633-d367-4584-a0b5-45d149ef3bc1","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03640","ok","single shrub","Live",3.6,130,4.1,,,,4.4,2.1,,"inverted cone",4.4,10,0.26,0.14,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"a78349a0-b7bf-4414-a50e-d7d8e1b837d1","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.11947","ok","small shrub","Live",,,1.6,,,,0.7,0.7,,"inverted cone",1.5,10,0.04,0.02,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"7e4c4593-e013-44f9-8098-4099dfbdc683","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10878","ok","liana","Live",2.0,130,,,,,,,,,,,,,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"90789eef-4378-4444-aacd-ab9e7674d16e","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03652","ok","single bole tree","Dead, broken bole",19.8,130,2.5,,1.9,19.7,,,,,,,,,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"c6e7cc96-da8f-44a2-bf35-c7713ba44d31","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03645","ok","single bole tree","Live",30.5,130,24.3,,,,,,,,,,,,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"581b31e1-8823-4a18-ae26-5ee7bb8f315b","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03642","ok","small shrub","Live",,,1.7,,,,1.2,1.1,,"inverted cone",1.2,10,0.03,0.02,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"dc7cc319-24ee-4fcf-af8f-2f4a6860f204","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10850","ok","liana","Live",4.1,130,,,,,,,,,,,,,"Measurement point changed due to new rooting point; presumed rooting under fallen log; type A","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"dbb31e10-fdb9-4b47-8829-75e91496a06b","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10846","ok","liana","Live",1.9,130,,,,,,,,,,,,,"Type K and M","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"895562c5-734b-4afb-8c11-8687043437bc","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.13673","ok","liana","Live",2.0,130,,,,,,,,,,,,,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"eed87fcb-db4b-4ab2-9ed4-ac0b44cd000e","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10874","ok",,"No longer qualifies",,,,,,,,,,,,,,,"Tag not found","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"69a5f367-c3fc-4cd4-a662-cd05e1a604b2","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.13425","ok","small shrub","Standing dead",,,0.9,,,,0.9,0.6,,"inverted cone",1.1,10,0.06,0.03,"Unkown cause of death","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"214b65f4-9df5-4605-8594-899ca4883387","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03655","ok","single bole tree","Live,  other damage",10.2,130,5.4,,,,,,,,,,,,"Crown damage due to vines","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"ca8d3045-96b3-4b6f-8deb-b4d00bfaaffd","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03636","ok","single shrub","Live",1.5,130,3.9,,,,3.5,3.4,,"inverted cone",1.7,10,0.12,0.11,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"23b6eab8-686a-4772-9c77-60c1b7de5c53","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03649","ok",,"Downed",,,,,,,,,,,,,,,"Tag remains for CDW","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"fe827889-ba06-496b-8472-e38f342b0c12","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10843","ok","liana","Live",4.5,130,,,,,,,,,,,,,"Type K","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"7d1f2686-2805-448d-b454-572fef5b3eb3","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.13461","ok",,"No longer qualifies",,,,,,,,,,,,,,,"Tag may remain; unable to locate","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"3e630f70-0249-43a8-a1fb-23408a1ff75c","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03654","ok",,"Downed",,,,,,,,,,,,,,,"Tag remains for CDW","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"48ff16a3-3ddf-4e98-ac9a-40e9d24f93e5","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10877","ok",,"No longer qualifies",,,,,,,,,,,,,,,"Tag not found","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"a8022186-f3c0-47d8-9e39-dc085dbc6556","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03646","ok","single bole tree","Live",51.2,130,30.4,,,,,,,,,,,,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"4afec5a0-7722-41eb-918f-ccf2167b97e9","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03633","ok","single shrub","Live",2.5,130,4.3,,,,3.1,2.2,,"inverted cone",2.9,10,0.21,0.18,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"c431cd87-2cfe-4a29-a5a9-9804236915c5","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03633","ok","single shrub","Live",4.8,130,4.3,,,,3.1,2.2,,"inverted cone",6.2,10,0.21,0.18,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"f8b97c2a-80fc-43fe-a59c-aaba47d982f4","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03635","ok",,"No longer qualifies",,,,,,,,,,,,,,,"Unable to locate tag remains","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"d1248bb8-ce20-4055-af05-095d8423b50c","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10876","ok",,"No longer qualifies",,,,,,,,,,,,,,,"Tag removed no longer ascends","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"095ed92f-4635-4ff8-ae50-15fad28accd5","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10848","ok","liana","Live",1.8,130,,,,,,,,,,,,,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"88db5e95-b5f0-4a69-8d5e-e4d9efcea184","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.13726","ok","liana","Live",3.4,130,,,,,,,,,,,,,"Ascends far from rooting point","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"fbff40d1-2394-404b-863c-6f649153c2a5","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.13675","ok","single shrub","Live",1.4,130,2.7,,,,1.1,0.9,,"inverted cone",2.2,10,0.02,0.02,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"37fc9462-b501-4d82-88cb-030aa6a9e7c0","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03638","ok","single shrub","Live",3.1,130,4.0,,,,2.1,2.1,,"inverted cone",4.2,15,0.11,0.09,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"d745ed61-c8f4-4989-84aa-5d15ceed1a23","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03656","ok","single bole tree","Dead, broken bole",41.5,130,3.5,,3.0,39.5,,,,,,,,,"Unknown cause of death","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"f5522434-3b9e-4c77-b457-b516b3c5890b","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03647","ok","single bole tree","Live",72.2,130,35.1,,,,,,,,,,,,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"a2f86838-ef74-46d0-969a-02cf3cb455c8","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.13460","removed",,"No longer qualifies",,,,,,,,,,,,,,,"Clearly part of 10850","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"b9fbcb32-46ee-44fe-8664-d6a847e7146d","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03636","ok","single shrub","Live",3.6,130,3.9,,,,3.5,3.4,,"inverted cone",3.6,10,0.12,0.11,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"1e35a4b3-4276-4398-9640-6ae102e8ad17","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03657","ok",,"Downed",,,,,,,,,,,,,,,"Tag remains for CDW","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"f9525cf0-0dd8-4971-aad4-341c12e54338","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10896","ok","liana","Live",1.8,130,,,,,,,,,,,,,"Type K; Measurement point changed due to new rooting point","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"ddd555cf-c759-4f3c-b923-ee02b62fdc09","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03636","ok","single shrub","Standing dead",3.2,130,3.9,,,,3.5,3.4,,"inverted cone",4.5,10,0.12,0.11,"Unknown cause of death","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"25ae470f-5001-42ee-966e-69b1dfc557df","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03640","ok","single shrub","Live",3.2,130,4.1,,,,4.4,2.1,,"inverted cone",3.8,10,0.26,0.14,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"f92503c9-8ca0-4a43-b558-d20846884de4","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10879","ok","liana","Live",2.9,130,,,,,,,,,,,,,"Measurement point changed due to new rooting point","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"91d30e16-cf6b-40b6-ae7a-d512f8e6c9e0","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.10849","ok","liana","Live",3.8,130,,,,,,,,,,,,,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"fdc70e7a-e5bb-442e-8716-84f5dce06619","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03639","ok","single shrub","Standing dead",1.4,130,2.9,,,,2.3,2.0,,"inverted cone",2.1,10,0.20,0.11,"Unknown cause of death","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"3baaccbe-583c-43d6-b840-b2e6836771c5","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03628","ok","single shrub","Live",4.5,130,5.1,,,,4.5,3.1,,"inverted cone",5.0,10,0.18,0.16,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"59916095-f9e3-4260-abbc-e5f30fd5de3c","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03637","ok",,"No longer qualifies",,,,,,,,,,,,,,,"Unable to locate tag remains","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"0c16cd59-eab2-463c-869c-3796aa01b8fc","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03638","ok","single shrub","Live",2.7,130,4.0,,,,2.1,2.1,,"inverted cone",3.3,10,0.11,0.09,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"ee640b04-faa3-4a44-af98-31913fab917b","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.13727","ok","liana","Live",4.4,130,,,,,,,,,,,,,"Type k","cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"58bd0bfe-f6b6-4c81-966b-0615bde88bf1","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.13725","ok","small shrub","Live",,,1.0,,,,0.6,0.6,,"inverted cone",1.0,10,0.01,0.01,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"bdbb0be8-496e-4c16-bfbb-0cf19738d721","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03641","ok","single shrub","Live",1.1,130,3.5,,,,2.8,1.4,,"inverted cone",1.6,10,0.17,0.14,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"b88ad10d-1faf-4fd4-b1b6-ae9bbe799886","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03641","ok","single shrub","Live",3.1,130,3.5,,,,2.8,1.4,,"inverted cone",4.2,10,0.17,0.14,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
"228a6eb2-2a61-4c0e-9006-50dee2cc2f2c","SCBI_061.basePlot.vst","2018-11-01","vst_SCBI_2018","D02","SCBI","SCBI_061",,"NEON.PLA.D02.SCBI.03640","ok","single shrub","Live",3.2,130,4.1,,,,4.4,2.1,,"inverted cone",3.8,10,0.26,0.14,,"cJDN8FQ+G8BHe8OkvD5PMz1h/kcM7qXCzeFqTpXsSj4=","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T",
