uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"30ade7aa-9ff5-409e-a930-9e30cac858d4","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.11174",,"sapling","Live",1.2,10,1.5,,,,,,,,,,,,,"0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","UuiIeI4+6a5aPCzJHDO8escfgdCljGO5","legacyData"
"8df5b1d6-f01d-4ffb-b46e-5d5e3664ebf0","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02167",,"sapling","Live",1.2,10,1.6,,,,,,,,,,,,,"0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","UuiIeI4+6a5aPCzJHDO8escfgdCljGO5","legacyData"
"8a8d9087-45f1-4f35-b552-5ace5b78363c","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02165",,"sapling","Live",1.1,10,1.2,,,,,,,,,,,,,"0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","UuiIeI4+6a5aPCzJHDO8escfgdCljGO5","legacyData"
"ab507020-21e2-40d7-af70-105d23761770","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02258",,"single bole tree","Live",12.5,130,12.2,,,,,,"Full shade",,,,,,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"9bf0066a-a984-4979-a0d8-27f8b40cd157","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02246",,"single bole tree","Live",17.4,110,14.9,,,,,,"Mostly shaded",,,,,,"Error msrmntHeight entered as 130 changed to 110","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"070ef8b2-03ae-4d09-8dda-d9c93174ab1f","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02175",,"small shrub","Live",1.3,10,1.5,,,,1.5,1.1,,"inverted cone",,,14.00,10.00,"0.3m for base canopy height b1","0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","UuiIeI4+6a5aPCzJHDO8escfgdCljGO5","legacyData"
"222b52bf-a271-4034-8718-ea0985c66c54","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02154",,"sapling","Live",1.5,10,1.9,,,,,,,,,,,,,"0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","UuiIeI4+6a5aPCzJHDO8escfgdCljGO5","legacyData"
"f8370374-4728-43c4-802d-4e6f564c4ec4","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.10964",,"liana","Live",3.6,130,,,,,,,,,,,,,,"0FfNr+0lWbo+uXUYZYVhxYKNrQHHRiMH","UuiIeI4+6a5aPCzJHDO8escfgdCljGO5","legacyData"
"97f356a8-88d9-4982-a478-2667ecded3f5","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02231",,"single bole tree","Live",17.4,130,16.8,,,,,,"Partially shaded",,,,,,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"c0968efe-85e2-43a1-a7ca-032f56612ea3","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02254",,"single bole tree","Standing dead",29.1,130,11.9,,,,,,"Full shade",,,,,,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
"d6a56062-891e-47d8-a493-fece316edb01","SCBI_047.basePlot.vst","2015-10-01","vst_SCBI_2015","D02","SCBI","SCBI_047",,"NEON.PLA.D02.SCBI.02227",,"single bole tree","Live,  other damage",10.6,90,6.1,,,,,,"Full shade",,,,,,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","eKRxmJ+OahVw4L1aaFLQ5F4jScv5L+cZfiRMaoN16dA=","legacyData"
