uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,individualID,tagStatus,growthForm,plantStatus,stemDiameter,measurementHeight,height,baseCrownHeight,breakHeight,breakDiameter,maxCrownDiameter,ninetyCrownDiameter,canopyPosition,shape,basalStemDiameter,basalStemDiameterMsrmntHeight,maxBaseCrownDiameter,ninetyBaseCrownDiameter,remarks,recordedBy,measuredBy,dataQF
"adbcd778-8708-4ef5-90a8-8fe557812cc8","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02448","ok","single shrub","Live, physically damaged",2.7,130,2.0,,,,3.3,2.2,,"inverted cone",4.0,10,0.10,0.10,"Damage from windthrow","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"45aa28e8-71cc-4b28-bdee-48143639c215","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.13697","ok","small shrub","Live",,,1.3,,,,0.8,0.7,,"inverted cone",1.3,10,0.07,0.03,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","legacyData"
"92bbbb4e-7085-4336-a287-039ec0fd9938","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02433","ok","single shrub","Live",1.0,130,4.5,,,,3.1,3.1,,"inverted cone",1.5,10,0.20,0.13,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","legacyData"
"024bceb1-f24a-4e00-8de9-d1432fadd8de","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02406","ok","single shrub","Live",1.7,130,2.3,,,,4.7,1.2,,"inverted cone",2.2,10,0.12,0.10,,"cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"00553bec-22c9-439a-a597-e170812e08a1","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02408","ok","single shrub","Live",1.2,130,3.8,0.9,,,2.9,2.0,,"ellipsoid or sphere",1.8,10,,,,"cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"ca4182ec-1d6e-4422-b06a-e3ad68c0657f","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02442","ok","small shrub","Standing dead",,,1.6,,,,1.3,1.0,,"inverted cone",1.3,10,0.18,0.14,,"cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"a9931eba-380f-4697-b0e4-aef0c8fea4ae","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02426","ok","single shrub","Live",1.6,130,3.5,,,,2.2,1.9,,"inverted cone",2.1,10,0.09,0.09,,"cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"1d4e9d0c-8929-4fdb-b455-e0b4c9d9fa1e","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.10917","ok","liana","Live",9.4,130,,,,,,,,,,,,,"type K","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","legacyData"
"86052df0-4864-490f-bde5-dfcd00045355","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02404","ok","single shrub","Live",1.0,130,5.1,,,,4.4,3.3,,"inverted cone",1.6,10,0.19,0.18,,"cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"72fbc93c-ed75-42a3-b4e8-73f1a27fb7f1","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02401","ok","single shrub","Live,  other damage",2.3,130,1.8,,,,3.5,1.8,,"inverted cone",2.9,10,0.17,0.11,"Crown damage due to unknown cause","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"62b14a45-6d12-4b5c-833d-61cdaa854242","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.10947","ok","liana","Live",5.9,95,,,,,,,,,,,,,"type C; incorrectly measured as two boles previously","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","legacyData"
"221218b6-908a-4a9e-9395-08b5c8bdd579","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02357","ok","single bole tree","Live",79.4,130,35.9,,,,,,,,,,,,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","legacyData"
"07c0a593-22ee-4744-a402-2ea1a14eee6f","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.10952","ok","liana","Live",3.4,130,,,,,,,,,,,,,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","legacyData"
"60e7449f-66f1-4652-8c0a-7eb1ec157fdb","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.10918","ok","liana","Live",5.8,130,,,,,,,,,,,,,,"HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","legacyData"
"a1cde697-c86a-4527-88f1-39b28841c89a","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02429","ok","single shrub","Live",3.9,130,4.3,,,,3.7,2.7,,"inverted cone",4.3,30,0.24,0.20,,"cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"66ca2244-c9ce-434d-99e4-853e51132275","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02379","ok","single shrub","Live, physically damaged",1.4,130,3.9,,,,2.5,2.2,,"inverted cone",1.6,10,0.14,0.09,"Physical damage to crown due to windthrow","cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
"edc82dcb-2c2d-4f67-b24f-550c7b35be7b","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02432","ok","small shrub","Live, physically damaged",,,0.3,,,,1.3,0.6,,"oblate half-sphere",1.1,10,,,"former stems dead and down; tag transfered to new qualifying stem; crown and bole being crushed by windthrow","HwrR06bjl3TqPXYD/ecX4LA/iftMi41T","i3SDxFb/lMMZxDIw/9OBsZ3OfckbEDnA","legacyData"
"4bd0b496-02a4-4c44-9194-ef2337e664ea","SCBI_067.basePlot.vst","2017-12-01","vst_SCBI_2017","D02","SCBI","SCBI_067",,"NEON.PLA.D02.SCBI.02426","ok","single shrub","Live",2.2,130,3.5,,,,2.2,1.9,,"inverted cone",2.8,10,0.09,0.09,,"cSNmYLv76T0gVgR+nHwb5XPF8fxAhgwD5+PP/u5QMFs=","F1aLHfHLM4qaIk0WIP5D+6fDrn//30Wj","legacyData"
