"tag","stemtag","sp","quadrat","lx","ly","height.year","height.m","stemID","dbh.cm","dbh_year","dbh_2018.cm","status"
151070,1,"cagl",1514,0.4,12.1,2012,34.2,21597,66.6200012207031,2013,69.7,"Live"
151072,1,"prav",1514,5.6,9.9,2012,29.7,21599,35.1,2013,36.1,"Live"
151168,1,"prav",1514,10.5,2.6,2012,28.3,21690,37.3299987792969,2013,38,"Live"
151175,1,"ceoc",1514,17.8,11.9,2012,7,21696,9.71999969482422,2013,10.3,"Live"
151511,1,"ploc",1516,8.1,7.5,2012,35.9,21721,39.8200012207031,2013,42.3,"Live"
152001,1,"ploc",1517,5.6,1.1,2012,29.9,21767,34.4899993896484,2013,36.8,"Live"
152016,1,"caovl",1517,11.3,9.2,2012,3.5,21781,2.25,2013,2.3,"Live"
152153,1,"ploc",1520,6.8,0.3,2012,36,21906,96.1599975585938,2013,98.9,"Live"
160968,1,"prav",1611,11,18.1,2012,5.1,23237,7.89000015258789,2013,8.3,"Live"
160862,1,"ploc",1614,12.4,15.2,2012,35.6,23171,83.4,2013,85.6,"Live"
161018,1,"prav",1614,1.8,1.5,2012,25.4,23283,25.8299987792969,2013,26.8,"Live"
161020,1,"prav",1614,4.1,2.1,2012,24.6,23285,27.7,2013,28.7,"Live"
161023,1,"prav",1614,2.9,6.5,2012,12.9,23288,20.15,2013,22,"Live"
161506,1,"ceoc",1615,17.5,7.6,2012,8.5,23302,18.9300003051758,2013,20.4,"Live"
161525,1,"caco",1616,16.1,0.4,2012,32.3,23318,40.9899993896484,2013,43.6,"Live"
162371,1,"ploc",1622,19.5,14.5,2012,29.5,23712,47.2700012207031,2013,50.1,"Live"
162563,1,"ceoc",1628,14.9,11.2,2012,3.2,23897,7.15,2013,NA,"Dead"
170106,1,"aial",1701,9,12.1,2012,8.2,24050,6.68000030517578,2013,7.7,"Live"
170365,1,"ploc",1702,15.3,1.1,2012,12.8,24285,7.19000015258789,2013,8.6,"Live"
170801,1,"aial",1702,18.4,11.1,2012,18.2,24678,19.2,2013,23.1,"Live"
170801,2,"aial",1702,18.4,11.1,2012,6.7,35686,5.1,2013,6.2,"Live"
170641,1,"aial",1703,12.3,1.1,2012,5.3,24536,3.77000007629395,2013,3.9,"Live"
170658,1,"aial",1703,13.9,2.3,2012,5.2,24549,3.9,2013,3.8,"Live"
171154,1,"prse",1706,8.5,7.5,2012,25.5,24986,51.6,2013,52.6,"Live"
171409,1,"caovl",1711,3.4,3.6,2012,39.6,25228,66.2200012207031,2013,67.7,"Live"
171384,1,"prav",1715,10.3,15,2012,12,25203,12.4,2013,13.2,"Live"
172434,1,"prav",1726,16.1,12.3,2012,6.9,25723,9.90999984741211,2013,13.2,"Live"
180036,1,"ploc",1801,2.3,13.1,2012,10.3,25946,12.3900001525879,2013,17,"Live"
180208,1,"prse",1801,14.7,13.2,2012,12.7,26101,23.5199996948242,2013,24.6,"Live"
180449,1,"aial",1802,4.6,19.6,2012,27,26314,34.1,2013,35.3,"Live"
181510,1,"aial",1802,12.3,19,2012,9.7,26834,6.41999969482422,2013,7.9,"Live"
181542,1,"aial",1803,8,5.5,2012,8,26865,6.41999969482422,2013,8.6,"Live"
181563,1,"aial",1803,2.4,2.7,2012,11.8,26885,6.80999984741211,2013,8.8,"Live"
181567,1,"aial",1803,0.5,1.8,2012,10.5,26889,6.32000007629395,2013,8,"Live"
180784,1,"cato",1810,14.2,3.7,2012,27.7,26602,56.9400024414062,2013,57.2,"Live"
180813,1,"ceoc",1812,13.3,11.8,2012,13.1,26627,15.9300003051758,2013,NA,"Dead"
180975,1,"ceoc",1813,2.8,2,2012,7.4,26765,13.2199996948242,2013,13.9,"Live"
180983,1,"ceoc",1813,1.7,10.8,2012,13.9,26773,15.9,2013,NA,"Dead"
180991,1,"ploc",1814,1.5,6.7,2012,35.6,26779,93.6200012207031,2013,95.4,"Live"
182001,1,"caovl",1817,7.8,1.4,2012,28.7,26919,27.8899993896484,2013,28.7,"Live"
182318,1,"ploc",1822,6.3,4.2,2012,36.5,27228,75.0299987792969,2013,75,"Live"
182385,1,"caco",1824,11.5,5.6,2012,10.9,27295,12.3900001525879,2013,17,"Live"
182425,1,"quru",1827,9,0.2,2012,32,27333,97.7,2013,101.3,"Live"
190694,1,"quru",1909,18.2,14.7,2012,40,28251,126.55,2013,128.1,"Live"
190759,1,"caco",1912,17.6,7,2012,7.2,28303,6.25,2013,6.3,"Live"
192133,1,"caovl",1923,11.7,2.3,2012,32.8,28553,55.2,2013,57,"Live"
192466,1,"quru",1926,13.3,1.7,2012,29.9,28877,80.9,2013,84.6,"Live"
192619,1,"quru",1926,12.6,8.5,2012,37,29017,78.7,2013,81.7,"Live"
192537,1,"quru",1928,12.1,16.6,2012,10.5,28944,8.7,2013,10,"Live"
192554,1,"quru",1930,13.7,9,2012,10.8,28960,15.0600006103516,2013,16.1,"Live"
200347,1,"ploc",2002,14.4,10.8,2012,36.6,29426,52.7099975585938,2013,52.4,"Live"
201131,1,"quru",2010,0.4,16.9,2012,7.4,30158,6.09000015258789,2013,7.3,"Live"
201235,1,"caco",2012,9.3,8,2012,11.2,30230,16.9,2013,17.2,"Live"
202323,1,"quru",2021,7.6,19.4,2012,29,30696,66.2,2013,69.9,"Live"
202332,1,"quru",2022,7.8,8.6,2012,31.4,30705,73,2013,75.6,"Live"
202496,1,"quru",2026,7.5,11,2012,13.3,30864,24.2899993896484,2013,25.4,"Live"
202734,1,"ulru",2026,14.4,15.6,2012,12.1,1000,16.2899993896484,2013,NA,"Dead"
202791,1,"quru",2028,19.2,9.7,2012,23.1,31131,34.1600006103516,2013,37,"Live"
202902,1,"quru",2028,19.8,18.2,2012,10.9,31141,11.4199996948242,2013,13,"Live"
202554,1,"ceoc",2029,4.4,19.4,2012,3.2,30914,4.55,2013,4.4,"Live"
202922,1,"ceoc",2030,18.5,5.5,2012,9.2,31159,17.6199996948242,2013,18.8,"Live"
202945,1,"ceoc",2031,18.3,8.2,2012,16.9,31172,21.7899993896484,2013,25,"Live"
202593,1,"ceoc",2032,9.8,15.8,2012,14.4,30949,20.1199996948242,2013,21.2,"Live"
