"prediction","variable","variable_description","null_model","tested_model","null_model_year","tested_model_year","dAIC_all","coef_all","coef_var_all","dAIC_1964.1966","coef_1964.1966","coef_var_1964.1966","dAIC_1977","coef_1977","coef_var_1977","dAIC_1999","coef_1999","coef_var_1999"
1.1,"year","drought.year","resist.value ~ (1|sp/tree)","resist.value ~ (1|sp/tree)+year","resist.value ~ (1|sp)","resist.value ~ (1|sp)",35.834,"-","year1977 (-0.09), year1999 (-0.081)",0,NA,NA,0,NA,NA,0,NA,NA
2.1,"dbh.ln.cm","ln[DBH]","resist.value ~ year+(1|sp/tree)","resist.value ~ year+(1|sp/tree)+dbh.ln.cm","resist.value ~ (1|sp)","resist.value ~ (1|sp)+dbh.ln.cm",7.411,"-","dbh.ln.cm (-0.035)",18.276,"-","dbh.ln.cm (-0.082)",-0.947,"-","dbh.ln.cm (-0.021)",-1.918,"+","dbh.ln.cm (0.006)"
2.2,"position_all","crown.position","resist.value ~ year+(1|sp/tree)","resist.value ~ year+(1|sp/tree)+position_all","resist.value ~ (1|sp)","resist.value ~ (1|sp)+position_all",-1.46,"-","position_alldominant (-0.052), position_allintermediate (-0.011), position_allsuppressed (0.011)",4.487,"-","position_alldominant (-0.067), position_allintermediate (0.056), position_allsuppressed (0.059)",0.15,"-","position_alldominant (-0.078), position_allintermediate (-0.028), position_allsuppressed (0.04)",0.444,"-","position_alldominant (-0.011), position_allintermediate (-0.056), position_allsuppressed (-0.049)"
2.4,"TWI.ln*height.ln.m","ln[topographic.wetness.index] and ln[height.m]","resist.value ~ height.ln.m+year+(1|sp/tree)","resist.value ~ height.ln.m+year+(1|sp/tree)+TWI.ln*height.ln.m","resist.value ~ height.ln.m+(1|sp)","resist.value ~ height.ln.m+(1|sp)+TWI.ln*height.ln.m",0.862,NA,NA,-1.246,NA,NA,2.961,NA,NA,0.836,NA,NA
3.1,"rp","ring.porosity","resist.value ~ height.ln.m+year+(1|sp/tree)","resist.value ~ height.ln.m+year+(1|sp/tree)+rp","resist.value ~ height.ln.m+(1|sp)","resist.value ~ height.ln.m+(1|sp)+rp",-3.553,"+","rpring (0.04), rpsemi-ring (0.013)",-2.161,"+","rpring (0.101), rpsemi-ring (0.015)",0.895,"-","rpring (-0.19), rpsemi-ring (-0.147)",4.083,"+","rpring (0.2), rpsemi-ring (0.151)"
3.2,"PLA_dry_percent","percent.leaf.area","resist.value ~ height.ln.m+year+(1|sp/tree)","resist.value ~ height.ln.m+year+(1|sp/tree)+PLA_dry_percent","resist.value ~ height.ln.m+(1|sp)","resist.value ~ height.ln.m+(1|sp)+PLA_dry_percent",4.413,"-","PLA_dry_percent (-0.011)",5.825,"-","PLA_dry_percent (-0.016)",-0.19,"-","PLA_dry_percent (-0.01)",-0.701,"-","PLA_dry_percent (-0.007)"
3.3,"LMA_g_per_m2","leaf.mass.area","resist.value ~ height.ln.m+year+(1|sp/tree)","resist.value ~ height.ln.m+year+(1|sp/tree)+LMA_g_per_m2","resist.value ~ height.ln.m+(1|sp)","resist.value ~ height.ln.m+(1|sp)+LMA_g_per_m2",-1.895,"+","LMA_g_per_m2 (0.001)",-1.075,"+","LMA_g_per_m2 (0.002)",-1.698,"-","LMA_g_per_m2 (-0.001)",-1.985,"+","LMA_g_per_m2 (0)"
3.4,"mean_TLP_Mpa","mean.turgor.loss.point","resist.value ~ height.ln.m+year+(1|sp/tree)","resist.value ~ height.ln.m+year+(1|sp/tree)+mean_TLP_Mpa","resist.value ~ height.ln.m+(1|sp)","resist.value ~ height.ln.m+(1|sp)+mean_TLP_Mpa",4.58,"-","mean_TLP_Mpa (-0.207)",1.352,"-","mean_TLP_Mpa (-0.217)",1.008,"-","mean_TLP_Mpa (-0.236)",0.132,"-","mean_TLP_Mpa (-0.177)"
3.5,"WD_g_per_cm3","wood.density","resist.value ~ height.ln.m+year+(1|sp/tree)","resist.value ~ height.ln.m+year+(1|sp/tree)+WD_g_per_cm3","resist.value ~ height.ln.m+(1|sp)","resist.value ~ height.ln.m+(1|sp)+WD_g_per_cm3",-2.018,"+","WD_g_per_cm3 (0.005)",-1.96,"-","WD_g_per_cm3 (-0.049)",-1.236,"-","WD_g_per_cm3 (-0.175)",0.171,"+","WD_g_per_cm3 (0.247)"
