"year","sp","position","tree","resist.value","rp","PLA_dry_percent","LMA_g_per_m2","mean_TLP_Mpa","WD_g_per_cm3","p50.MPa","p80.MPa","elev.m","distance.ln.m","dbh_old.mm","dbh_old.cm","dbh.ln.cm","sap_ratio","height.ln.m","height.m","position_all","TWI"
"1966","cagl","canopy","60059",0.69,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,304,4.19189246491838,447.953590171143,44.7953590171143,3.80210454068679,0.420512454146906,3.3576815966435,28.7225232335856,"dominant",5.18468136560841
"1977","cagl","canopy","60059",0.72,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,304,4.19189246491838,468.708850530603,46.8708850530603,3.84739669490248,0.415731829316246,3.38956727321135,29.6531177952215,"dominant",5.18468136560841
"1999","cagl","canopy","60059",0.78,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,304,4.19189246491838,506.999102730301,50.6999102730301,3.92592414083285,0.407603613119372,3.44485059514633,31.3386009577944,"dominant",5.18468136560841
"1966","cagl","canopy","80625",0.78,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,295,4.4923388178062,337.402484488824,33.7402484488824,3.51869144072089,0.45207687016716,3.15815877426751,23.5272370702859,"co-dominant",6.89303965795485
"1977","cagl","canopy","80625",0.52,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,295,4.4923388178062,351.755253774558,35.1755253774558,3.56035053899284,0.447249552376421,3.18748677945096,24.2274619101454,"co-dominant",6.89303965795485
"1999","cagl","canopy","80625",0.74,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,295,4.4923388178062,369.843905682531,36.9843905682531,3.61049594709558,0.441527609792396,3.22278914675529,25.0980247232281,"co-dominant",6.89303965795485
"1966","cagl","canopy","121105",0.88,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,317,5.14060168177135,407.599103640806,40.7599103640806,3.7076990092373,0.430702859293679,3.29122010250306,26.8756346889788,"co-dominant",5.52904979068728
"1977","cagl","canopy","121105",1.05,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,317,5.14060168177135,428.280040748767,42.8280040748767,3.75719218944117,0.425321767561305,3.32606330136659,27.8285730763976,"co-dominant",5.52904979068728
"1999","cagl","canopy","121105",0.71,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,317,5.14060168177135,478.638659581752,47.8638659581752,3.86836085561112,0.413542182918581,3.40432604235023,30.0940068016523,"co-dominant",5.52904979068728
"1966","cagl","canopy","131113",0.81,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,312,4.82254279160326,454.80203892919,45.480203892919,3.81727715200595,0.418903293601842,3.36836311501219,29.0309677885346,"co-dominant",5.35847399339884
"1977","cagl","canopy","131113",0.75,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,312,4.82254279160326,471.018163741723,47.1018163741723,3.85231156448627,0.41521718242682,3.39302734139834,29.7558973142815,"co-dominant",5.35847399339884
"1999","cagl","canopy","131113",1.05,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,312,4.82254279160326,497.73353235761,49.773353235761,3.90747976523945,0.409494789917876,3.43186575472857,30.9343047667533,"co-dominant",5.35847399339884
"1966","cagl","canopy","70256",1.09,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,308,4.4300785984353,155.75599560323,15.575599560323,2.74570555897742,0.556115154594772,2.6139767135201,13.6532380532915,"co-dominant",5.12230133841115
"1977","cagl","canopy","70256",0.75,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,308,4.4300785984353,178.422572119888,17.8422572119888,2.88156964448391,0.535543803295703,2.70962502971667,15.0236410396237,"co-dominant",5.12230133841115
"1999","cagl","canopy","70256",0.83,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,308,4.4300785984353,204.849595290752,20.4849595290752,3.01969093535984,0.515737096295891,2.80686241849333,16.5578849186028,"co-dominant",5.12230133841115
"1966","cagl","canopy","50246",0.6,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,298,4.1815095785776,224.853482470855,22.4853482470855,3.11286390807629,0.502956834402753,2.87245619128571,17.6803913347984,"co-dominant",5.70175582913746
"1977","cagl","canopy","50246",0.7,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,298,4.1815095785776,230.82458719333,23.082458719333,3.13907296626634,0.499441582095778,2.8909073682515,18.0096435687632,"co-dominant",5.70175582913746
"1999","cagl","canopy","50246",0.67,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,298,4.1815095785776,245.160152359684,24.5160152359684,3.19932658709369,0.491488049116437,2.93332591731396,18.790020742078,"co-dominant",5.70175582913746
"1966","cagl","canopy","111094",0.78,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,304,4.79355604713186,284.019900780944,28.4019900780944,3.34645921588449,0.472780755482904,3.03690728798268,20.8406892130687,"co-dominant",5.22032663457947
"1977","cagl","canopy","111094",1.1,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,304,4.79355604713186,300.98700263051,30.098700263051,3.40448199019299,0.465667658546285,3.07775532109586,21.7096165441214,"co-dominant",5.22032663457947
"1999","cagl","canopy","111094",1.26,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,304,4.79355604713186,333.974768641715,33.3974768641715,3.50848035414026,0.453270500088878,3.15097016931474,23.358715500563,"co-dominant",5.22032663457947
"1966","cagl","canopy","152053",1.66,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,298,3.92513927805458,166.743766277091,16.6743766277091,2.81387320745727,0.545652539293704,2.66196673804992,14.3244338219976,"co-dominant",4.36992703538662
"1977","cagl","canopy","152053",0.88,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,298,3.92513927805458,184.179518673113,18.4179518673113,2.91332583394531,0.530894878540305,2.7319813870975,15.363297521955,"co-dominant",4.36992703538662
"1999","cagl","canopy","152053",1.32,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,298,3.92513927805458,204.245087891855,20.4245087891855,3.01673559096779,0.516149905225383,2.80478185604132,16.5234710175058,"co-dominant",4.36992703538662
"1966","cagl","canopy","70269",0.97,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,308,4.51093534649041,360.317626994906,36.0317626994906,3.58440084666879,0.444493291089885,3.20441819605483,24.6411595213593,"co-dominant",5.05109935435226
"1977","cagl","canopy","70269",0.59,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,308,4.51093534649041,377.399991426372,37.7399991426372,3.63072051722279,0.439246722842046,3.23702724412484,25.4579289385881,"co-dominant",5.05109935435226
"1999","cagl","canopy","70269",0.76,"ring",21.0911083494444,42.7586005249738,-2.12825333333333,0.617427201,0.454993010882082,0.738320859672191,308,4.51093534649041,399.412163045127,39.9412163045127,3.68740878081673,0.43293401123197,3.27693578169498,26.4944633690875,"co-dominant",5.05109935435226
"1966","litu","canopy","22545",0.73,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,287,4.65319434621037,464.473714391689,46.4473714391689,3.83831987462028,0.482512187759526,3.33127961430103,27.974114887885,"co-dominant",5.13655723095793
"1977","litu","canopy","22545",0.86,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,287,4.65319434621037,496.175217040152,49.6175217040152,3.9043440315108,0.481080944654144,3.36587627251166,28.9588620389886,"co-dominant",5.13655723095793
"1999","litu","canopy","22545",0.5,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,287,4.65319434621037,561.251221641192,56.1251221641192,4.0275835227036,0.478493707350154,3.43045376589669,30.8906566964461,"co-dominant",5.13655723095793
"1966","litu","canopy","32189",0.54,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,275,2.83356080521007,360.556281158049,36.0556281158049,3.58506297126274,0.488321278497495,3.19857299694168,24.4975471678709,"co-dominant",7.01304154093815
"1977","litu","canopy","32189",0.41,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,275,2.83356080521007,407.324803052946,40.7324803052947,3.70702581608156,0.485458060287781,3.26248152762674,26.1142600612431,"co-dominant",7.01304154093815
"1999","litu","canopy","32189",0.25,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,275,2.83356080521007,486.785320101199,48.6785320101199,3.8852381117509,0.481491783704971,3.35586477055747,28.6703867798941,"co-dominant",7.01304154093815
"1966","litu","canopy","50406",0.72,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,297,4.13997705299935,253.046193602473,25.3046193602473,3.23098696247614,0.497415663088126,3.01303716833749,20.3491098382045,"co-dominant",5.37820542274755
"1977","litu","canopy","50406",0.96,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,297,4.13997705299935,265.929471086591,26.5929471086591,3.28064603433915,0.496063784737817,3.03905852199372,20.8855706704675,"co-dominant",5.37820542274755
"1999","litu","canopy","50406",0.66,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,297,4.13997705299935,299.916370080074,29.9916370080074,3.40091857639983,0.492896705361365,3.10208133403351,22.2442007465148,"co-dominant",5.37820542274755
"1966","litu","canopy","50555",0.76,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,279,1.09158063312036,435.551031037898,43.5551031037898,3.77402687447709,0.483937729177318,3.297590082226,27.0473783581022,"co-dominant",8.48976998277438
"1977","litu","canopy","50555",0.43,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,279,1.09158063312036,441.326365499171,44.1326365499171,3.78719956656629,0.483643039121828,3.30449257288074,27.2347184472536,"co-dominant",8.48976998277438
"1999","litu","canopy","50555",0.55,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,279,1.09158063312036,468.113548631648,46.8113548631648,3.84612579877615,0.48234127264753,3.3353699185587,28.0887718602101,"co-dominant",8.48976998277438
"1966","litu","canopy","60287",0.96,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,299,4.31535180969024,299.084822489987,29.9084822489987,3.3981421274225,0.492968163811107,3.10062647476939,22.2118620947835,"co-dominant",5.67313277977415
"1977","litu","canopy","60287",0.73,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,299,4.31535180969024,338.534829198954,33.8534829198954,3.52204188682428,0.489851699397433,3.16554994869592,23.701775209631,"co-dominant",5.67313277977415
"1999","litu","canopy","60287",0.68,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,299,4.31535180969024,403.843738030964,40.3843738030964,3.69844292309363,0.485655450217382,3.25798409170106,25.9970765600372,"co-dominant",5.67313277977415
"1966","litu","canopy","70433",0.54,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,291,4.27928824257371,568.977473377032,56.8977473377032,4.04125575050154,0.478213178635153,3.43761801326281,31.1127596526021,"co-dominant",8.06215076460802
"1977","litu","canopy","70433",1,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,291,4.27928824257371,600.725094090104,60.0725094090104,4.09555232273583,0.477111457304061,3.46606941711358,32.0106742379498,"co-dominant",8.06215076460802
"1999","litu","canopy","70433",0.53,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,291,4.27928824257371,668.907447060017,66.8907447060017,4.20306061236183,0.474986263313712,3.5224037608776,33.8657358338507,"co-dominant",8.06215076460802
"1966","litu","canopy","80711",0.47,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,297,4.56429591719326,422.177933955361,42.2177933955361,3.74284177661891,0.48464085949208,3.28124909094831,26.6089889977675,"dominant",6.7986909258386
"1977","litu","canopy","80711",1.08,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,297,4.56429591719326,449.174415138177,44.9174415138177,3.80482617174365,0.483250833537962,3.31372891399368,27.4874328787074,"dominant",6.7986909258386
"1999","litu","canopy","80711",1.27,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,297,4.56429591719326,490.060278374674,49.0060278374674,3.89194330763582,0.481347294611978,3.35937829320117,28.7712980061769,"dominant",6.7986909258386
"1966","litu","canopy","82218",0.69,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,301,4.63011616689956,544.877741035015,54.4877741035015,3.99797634812771,0.479105559729716,3.41493960641892,30.4151124945337,"co-dominant",5.61948858644543
"1977","litu","canopy","82218",0.78,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,301,4.63011616689956,560.21091161993,56.021091161993,4.0257282477214,0.47853187181797,3.42948160180601,30.8606405019658,"co-dominant",5.61948858644543
"1999","litu","canopy","82218",0.87,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,301,4.63011616689956,593.172723138655,59.3172723138655,4.08290053364112,0.477366429015523,3.45943987962794,31.7991601680598,"co-dominant",5.61948858644543
"1966","litu","canopy","90287",0.59,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,313,4.82573957889938,435.277930030551,43.5277930030551,3.77339965368286,0.483951794992074,3.29726141852982,27.0384903274257,"co-dominant",5.52649775982778
"1977","litu","canopy","90287",0.54,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,313,4.82573957889938,452.046430112828,45.2046430112828,3.81119980305125,0.483109609469477,3.31706869679886,27.5793884046627,"co-dominant",5.52649775982778
"1999","litu","canopy","90287",0.36,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,313,4.82573957889938,480.710134446751,48.0710134446751,3.87267936436878,0.481763304986473,3.34928398692924,28.4823326184979,"co-dominant",5.52649775982778
"1966","litu","canopy","91377",0.52,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,301,4.71271472451594,315.276654931107,31.5276654931107,3.45086543000106,0.491624090133321,3.12825348532055,22.8340646674962,"co-dominant",7.22333761800208
"1977","litu","canopy","91377",1,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,301,4.71271472451594,323.45639012308,32.345639012308,3.47647920543955,0.490980787654504,3.14167510365033,23.1426006629451,"co-dominant",7.22333761800208
"1999","litu","canopy","91377",0.97,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,301,4.71271472451594,354.661874056822,35.4661874056822,3.56857977515045,0.488718116317063,3.18993580217884,24.2868682290228,"co-dominant",7.22333761800208
"1966","litu","canopy","102412",0.93,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,316,5.28545007669282,485.137684718798,48.5137684718798,3.88184764367357,0.481564970711008,3.35408816528495,28.6194960393403,"co-dominant",5.98453101506664
"1977","litu","canopy","102412",0.42,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,316,5.28545007669282,503.482253443006,50.3482253443006,3.91896337215414,0.480768384640795,3.37353680700877,29.1815542824075,"co-dominant",5.98453101506664
"1999","litu","canopy","102412",0.26,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,316,5.28545007669282,540.85719537381,54.085719537381,3.99057018681887,0.479259556874624,3.41105877789309,30.2973054007696,"co-dominant",5.98453101506664
"1966","litu","canopy","110128",0.69,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,315,4.94653859654942,543.786754808881,54.3786754808881,3.99597208217522,0.479147197150509,3.41388937105982,30.3831862359183,"co-dominant",5.79919286550372
"1977","litu","canopy","110128",0.48,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,315,4.94653859654942,606.702022149754,60.6702022149754,4.1054526749794,0.476912664903598,3.47125720168921,32.1771702192486,"co-dominant",5.79919286550372
"1999","litu","canopy","110128",0.66,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,315,4.94653859654942,681.934256831302,68.1934256831302,4.22234816259481,0.474612624794186,3.53251043719968,34.2097413121479,"co-dominant",5.79919286550372
"1977","litu","canopy","110379",0.49,"diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,0.745616996197158,1.35057768450521,315,4.92801792583259,559.635201603888,55.9635201603888,4.02470005275789,0.478553032682793,3.42894282764513,30.8440180645471,"co-dominant",6.2932449848391
