"year","tree","resist.value","sp","rp","PLA_dry_percent","LMA_g_per_m2","mean_TLP_Mpa","WD_g_per_cm3","elev.m","dbh.ln.cm","height.ln.m","position_all","TWI","TWI.ln"
"1966","80640",0.76,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,3.91382410547577,3.37648476950045,"co-dominant",6.96279253255791,1.94058061981895
"1977","80640",0.62,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,3.95254875568468,3.40053277728019,"co-dominant",6.96279253255791,1.94058061981895
"1999","80640",1.94,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,3.99675643879549,3.427985748492,"co-dominant",6.96279253255791,1.94058061981895
"1966","70162",0.57,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,299,3.71509331881286,3.25307295098279,"co-dominant",5.34260840565491,1.67571399919012
"1977","70162",0.61,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,299,3.74739292518274,3.27313100653848,"co-dominant",5.34260840565491,1.67571399919012
"1999","70162",1.72,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,299,3.79585474659251,3.30322579763395,"co-dominant",5.34260840565491,1.67571399919012
"1966","91302",0.77,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,310,3.91439241818196,3.376837691691,"co-dominant",5.20222786183411,1.64908696880342
"1977","91302",0.67,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,310,3.9802394981361,3.41772872834252,"co-dominant",5.20222786183411,1.64908696880342
"1999","91302",0.8,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,310,4.06820357860704,3.47235442231497,"co-dominant",5.20222786183411,1.64908696880342
"1966","91332",0.96,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,304,3.65654400986188,3.21671383012423,"dominant",6.25977611545248,1.83414442016773
"1977","91332",0.79,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,304,3.71705029489728,3.25428823313121,"dominant",6.25977611545248,1.83414442016773
"1999","91332",0.93,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,304,3.82564873040802,3.32172786158338,"dominant",6.25977611545248,1.83414442016773
"1966","50336",0.63,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,294,3.37637481608588,3.04272876078933,"co-dominant",5.91095289896059,1.77680705343975
"1977","50336",0.92,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,294,3.40266564364888,3.05905536470595,"co-dominant",5.91095289896059,1.77680705343975
"1999","50336",0.99,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,294,3.47788670428535,3.1057676433612,"co-dominant",5.91095289896059,1.77680705343975
"1966","80554",0.89,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,289,3.56185341642418,3.15791097159941,"dominant",6.26964133114252,1.83571914904411
"1977","80554",0.45,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,289,3.65190418288486,3.2138324975715,"dominant",6.26964133114252,1.83571914904411
"1999","80554",0.79,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,289,3.75813612858798,3.27980253585313,"dominant",6.26964133114252,1.83571914904411
"1966","50356",0.64,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,3.3943102619554,3.0538666726743,"dominant",6.36103582716175,1.85019122999675
"1977","50356",0.57,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,3.46035409411413,3.09487989244487,"dominant",6.36103582716175,1.85019122999675
"1999","50356",1.02,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,291,3.60083028922243,3.18211560960713,"dominant",6.36103582716175,1.85019122999675
"1966","90552",0.76,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,3.55718452419476,3.15501158952494,"co-dominant",5.30259911551131,1.66819709950479
"1977","90552",0.57,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,3.60477263819128,3.18456380831678,"co-dominant",5.30259911551131,1.66819709950479
"1999","90552",1.1,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,3.66721736643628,3.22334198455693,"co-dominant",5.30259911551131,1.66819709950479
"1966","60111",0.68,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,3.47031913373254,3.10106818204791,"co-dominant",5.62619606296195,1.72743355890266
"1977","60111",1.24,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,3.53432869426534,3.14081811913877,"co-dominant",5.62619606296195,1.72743355890266
"1999","60111",0.83,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,3.63955789878123,3.20616545514314,"co-dominant",5.62619606296195,1.72743355890266
"1966","152529",0.69,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,322,2.68040490028189,2.61053144307505,"co-dominant",4.44617377422235,1.49204390029828
"1977","152529",0.84,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,322,2.84368770764431,2.71193006644712,"co-dominant",4.44617377422235,1.49204390029828
"1999","152529",0.58,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,322,3.20164827920157,2.93422358138418,"co-dominant",4.44617377422235,1.49204390029828
"1977","30483",0.99,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,283,2.27295028786435,2.35750212876376,"co-dominant",6.93493718052542,1.93657199540211
"1999","30483",0.66,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,283,2.59368631349148,2.55667920067821,"co-dominant",6.93493718052542,1.93657199540211
"1966","50557",1.63,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,279,2.74624474690018,2.65141798782501,"co-dominant",8.47503157321151,2.13712437871226
"1977","50557",1.08,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,279,2.87706134383631,2.73265509452235,"co-dominant",8.47503157321151,2.13712437871226
"1999","50557",0.9,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,279,3.15525421657088,2.90541286849051,"co-dominant",8.47503157321151,2.13712437871226
"1966","40563",0.53,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,3.18948820797361,2.92667217715161,"co-dominant",6.3356395753546,1.84619076769123
"1977","40563",1.05,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,3.27143032360309,2.97755823095752,"co-dominant",6.3356395753546,1.84619076769123
"1999","40563",1.13,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,3.44217936338378,3.08359338466132,"co-dominant",6.3356395753546,1.84619076769123
"1966","30233",0.68,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,4.58000621232454,3.79018385785354,"co-dominant",6.54616057761143,1.87887870642453
"1977","30233",0.55,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,4.59510974907347,3.79956315417463,"co-dominant",6.54616057761143,1.87887870642453
"1999","30233",0.62,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,4.61553627198727,3.81224802490409,"co-dominant",6.54616057761143,1.87887870642453
"1966","30214",0.9,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,1.92278773163446,2.140051181345,"co-dominant",5.71261974149824,1.74267771731324
"1977","30214",0.81,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,2.06483538929047,2.22826277674938,"co-dominant",5.71261974149824,1.74267771731324
"1999","30214",0.78,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,2.30975929674205,2.38036052327681,"co-dominant",5.71261974149824,1.74267771731324
"1966","192697",1,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,338,3.44606509682746,3.08600642512985,"co-dominant",4.9580033138593,1.60100310199908
"1977","192697",0.76,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,338,3.52123370386265,3.1326861300987,"co-dominant",4.9580033138593,1.60100310199908
"1999","192697",1.31,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,338,3.59774203357578,3.18019780285056,"co-dominant",4.9580033138593,1.60100310199908
"1966","142178",0.94,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,296,3.8338851471848,3.32684267640176,"co-dominant",10.7193308486063,2.37204873285543
"1977","142178",0.66,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,296,3.87229163338249,3.35069310433053,"co-dominant",10.7193308486063,2.37204873285543
"1999","142178",0.84,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,296,3.95155168086076,3.39991359381453,"co-dominant",10.7193308486063,2.37204873285543
"1966","171358",1.47,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,298,4.39610210391366,3.67597940653038,"co-dominant",7.35622858712251,1.99554738118075
"1977","171358",1.32,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,298,4.41884420169221,3.69010224925086,"co-dominant",7.35622858712251,1.99554738118075
"1999","171358",1.02,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,298,4.46217717967236,3.71701202857653,"co-dominant",7.35622858712251,1.99554738118075
"1966","202536",0.82,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,323,3.50625447719738,3.12338403033957,"co-dominant",5.60045113719761,1.72284715471016
"1977","202536",1.29,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,323,3.53872693235242,3.14354942499085,"co-dominant",5.60045113719761,1.72284715471016
"1999","202536",1.27,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,323,3.66383258430768,3.22124003485507,"co-dominant",5.60045113719761,1.72284715471016
"1966","182396",0.72,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,313,3.38791912313069,3.04989777546416,"co-dominant",7.29291811316673,1.98690375579793
"1977","182396",0.85,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,313,3.43838745533195,3.08123860976114,"co-dominant",7.29291811316673,1.98690375579793
"1999","182396",0.84,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,313,3.5253828731287,3.13526276421292,"co-dominant",7.29291811316673,1.98690375579793
"1966","101292",0.86,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,285,3.84342154072424,3.33276477678975,"co-dominant",11.0724296294133,2.40445820135707
"1977","101292",0.93,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,285,3.89801623284984,3.36666808059975,"co-dominant",11.0724296294133,2.40445820135707
"1999","101292",0.85,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,285,3.97829497454126,3.41652117919012,"co-dominant",11.0724296294133,2.40445820135707
"1966","182678",1.03,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,328,2.45960118765574,2.47341233753421,"co-dominant",4.795192450584,1.56761384320965
"1977","182678",1.04,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,328,2.53010308860363,2.51719401802285,"co-dominant",4.795192450584,1.56761384320965
"1999","182678",1.12,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,328,2.67253898410726,2.60564670913061,"co-dominant",4.795192450584,1.56761384320965
"1966","10539",1.03,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,291,3.68409044461594,3.2338201661065,"co-dominant",4.42683914541166,1.48768581819303
"1977","10539",0.68,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,291,3.73178760121092,3.26344010035198,"co-dominant",4.42683914541166,1.48768581819303
"1999","10539",0.89,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,291,3.81290705003615,3.31381527807245,"co-dominant",4.42683914541166,1.48768581819303
"1966","202775",1.06,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,321,4.23118974997201,3.57356883473262,"co-dominant",6.45178431668543,1.86435673079618
"1977","202775",0.82,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,321,4.27109610579224,3.59835068169698,"co-dominant",6.45178431668543,1.86435673079618
"1999","202775",0.96,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,321,4.33998520102785,3.6411308098383,"co-dominant",6.45178431668543,1.86435673079618
"1966","132525",0.79,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,327,3.80063692855883,3.30619553263504,"co-dominant",5.68569777620149,1.73795385954771
"1977","132525",0.69,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,327,3.84244820761487,3.33216033692883,"co-dominant",5.68569777620149,1.73795385954771
"1999","132525",1.05,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,327,3.91459525512853,3.37696365343481,"co-dominant",5.68569777620149,1.73795385954771
"1966","40131",1.16,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,3.98456041640262,3.42041201858603,"co-dominant",6.98383308409766,1.94359791849478
"1977","40131",0.65,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.02389085128438,3.4448362186476,"co-dominant",6.98383308409766,1.94359791849478
"1999","40131",0.89,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.08501728130646,3.48279573169131,"co-dominant",6.98383308409766,1.94359791849478
"1966","140881",0.6,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,295,4.00013645632188,3.43008473937589,"co-dominant",8.22176743837816,2.10678520278961
"1977","140881",0.89,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,295,4.02655545966972,3.4464909404549,"co-dominant",8.22176743837816,2.10678520278961
"1999","140881",0.94,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,295,4.08020792134668,3.47980911915629,"co-dominant",8.22176743837816,2.10678520278961
"1966","192260",1.66,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,310,3.71313083899065,3.25185425101319,"co-dominant",5.56996665194505,1.7173890668378
"1977","192260",0.59,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,310,3.83447431824715,3.32720855163148,"co-dominant",5.56996665194505,1.7173890668378
"1999","192260",1.12,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,310,3.97935138904597,3.41717721259755,"co-dominant",5.56996665194505,1.7173890668378
"1966","20432",1.65,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,289,3.70575757314809,3.24727545292497,"co-dominant",9.96311317963306,2.29888959099348
"1977","20432",0.82,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,289,3.82436648533165,3.32093158739096,"co-dominant",9.96311317963306,2.29888959099348
"1999","20432",1.19,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,289,3.95292737667051,3.40076790091239,"co-dominant",9.96311317963306,2.29888959099348
"1966","30039",1.08,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.35774797179141,3.65216149048247,"co-dominant",5.4617859281424,1.69777582933991
"1977","30039",0.6,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.41354540537183,3.6868116967359,"co-dominant",5.4617859281424,1.69777582933991
"1999","30039",0.88,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.49697935127811,3.73862417714371,"co-dominant",5.4617859281424,1.69777582933991
"1966","30109",0.95,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,293,3.34193565108311,3.02134203932261,"co-dominant",5.22837291511518,1.65410012357677
"1977","30109",0.53,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,293,3.59738198124119,3.17997421035078,"co-dominant",5.22837291511518,1.65410012357677
"1999","30109",0.88,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,293,3.87713075052234,3.35369819607437,"co-dominant",5.22837291511518,1.65410012357677
"1966","40853",1.29,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,281,3.6789498129202,3.23062783382345,"co-dominant",12.8624239407822,2.5543101878896
"1977","40853",0.85,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,281,3.70657677823288,3.24778417928262,"co-dominant",12.8624239407822,2.5543101878896
"1999","40853",0.74,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,281,3.73959494471008,3.26828846066496,"co-dominant",12.8624239407822,2.5543101878896
"1966","112323",0.69,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,316,3.92812605798661,3.38536628200969,"co-dominant",5.78069852265538,1.75452452705279
"1977","112323",0.66,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,316,3.97934764242888,3.41717488594834,"co-dominant",5.78069852265538,1.75452452705279
"1999","112323",0.65,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,316,4.06075496526692,3.46772883343076,"co-dominant",5.78069852265538,1.75452452705279
"1966","10122",0.5,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,294,4.20209254033959,3.55549946755088,"co-dominant",4.98121664219899,1.60567416686124
"1977","10122",1.18,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,294,4.23254001279306,3.57440734794449,"co-dominant",4.98121664219899,1.60567416686124
"1999","10122",1.18,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,294,4.28654584051855,3.60794496696202,"co-dominant",4.98121664219899,1.60567416686124
"1966","162575",0.46,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,331,3.82712592178505,3.32264519742852,"co-dominant",5.57924600220913,1.71905364221088
"1977","162575",0.61,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,331,3.85200530276902,3.33809529301956,"co-dominant",5.57924600220913,1.71905364221088
"1999","162575",0.99,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,331,3.88479719153901,3.35845905594573,"co-dominant",5.57924600220913,1.71905364221088
"1966","10010",0.91,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,296,3.71880398414082,3.25537727415145,"co-dominant",5.10319912845256,1.6298676231611
"1977","10010",0.93,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,296,3.8021708400347,3.30714809166155,"co-dominant",5.10319912845256,1.6298676231611
"1999","10010",0.54,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,296,3.96007513019292,3.4052066558498,"co-dominant",5.10319912845256,1.6298676231611
"1966","30315",0.68,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,288,2.83677800745624,2.70763914263033,"co-dominant",7.48314611473523,2.01265330713173
"1977","30315",0.69,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,288,2.94887691872786,2.77725256653,"co-dominant",7.48314611473523,2.01265330713173
"1999","30315",0.99,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,288,3.10910377725958,2.8767534456782,"co-dominant",7.48314611473523,2.01265330713173
"1966","10296",0.21,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,289,3.92245025617459,3.38184160908442,"co-dominant",5.41477264710473,1.68913089381063
"1977","10296",1.05,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,289,3.94281142364611,3.39448589408424,"co-dominant",5.41477264710473,1.68913089381063
"1999","10296",0.89,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,289,3.9792533355146,3.41711632135456,"co-dominant",5.41477264710473,1.68913089381063
"1966","161554",0.32,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,298,3.4988438710564,3.11878204392602,"co-dominant",8.41232322032701,2.12969768082161
"1977","161554",0.75,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,298,3.55246081503641,3.15207816613761,"co-dominant",8.41232322032701,2.12969768082161
"1999","161554",0.61,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,298,3.65181380691676,3.21377637409531,"co-dominant",8.41232322032701,2.12969768082161
"1966","190483",0.51,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,316,3.68419993180579,3.23388815765139,"co-dominant",6.01975119014187,1.79504592792538
