"prediction","variable","variable_description","null_model","tested_model","null_model_year","tested_model_year","coef_all","dAIC_all","coef_1964.1966","dAIC_1964.1966","coef_1977","dAIC_1977","coef_1999","dAIC_1999"
1.2,"height.ln.m","ln[height]","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)","resist.value ~ TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)","-",-8.644,"-",-19.87,"-",1.194,"+",2.014
2.4,"TWI","topographic.wetness.index","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ height.ln.m+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)","resist.value ~ height.ln.m+PLA_dry_percent+mean_TLP_Mpa+(1|sp)","-",-2.26,"+",0.411,"-",-5.031,"-",-2.788
3.1,"rp","ring.porosity","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)+rp","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)+rp","+",-3.607,"+",-0.863,"-",9.04,"+",4.797
3.2,"PLA_dry_percent","percent.leaf.area","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ height.ln.m+TWI+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)","resist.value ~ height.ln.m+TWI+mean_TLP_Mpa+(1|sp)","-",-3.776,"-",-5.306,"-",1.238,"-",1.482
3.4,"mean_TLP_Mpa","mean.turgor.loss.point","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+year+(1|sp/tree)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+(1|sp)","-",-4.392,"-",-0.569,"-",-0.209,"-",0.502
3.5,"WD_g_per_cm3","wood.density","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+year+(1|sp/tree)+WD_g_per_cm3","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)","resist.value ~ height.ln.m+TWI+PLA_dry_percent+mean_TLP_Mpa+(1|sp)+WD_g_per_cm3","-",-2.027,"+",-2.065,"-",2.96,"+",3.844
