"year","tree","resist.value","sp","rp","PLA_dry_percent","LMA_g_per_m2","mean_TLP_Mpa","WD_g_per_cm3","elev.m","dbh.ln.cm","height.ln.m","position_all","TWI","TWI.ln"
"1977","90552",-308.97,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,3.60477263819128,3.1532640337188,"co-dominant",5.30259911551131,1.66819709950479
"1999","90552",73.17,"caovl","ring",14.7998921598252,47.6041296443535,-2.48393333333333,0.963534645666667,296,3.66721736643628,3.19335354925209,"co-dominant",5.30259911551131,1.66819709950479
"1966","60111",-468.08,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,3.47031913373254,3.06694488385629,"co-dominant",5.62619606296195,1.72743355890266
"1977","60111",0.27,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,3.53432869426534,3.10803902171835,"co-dominant",5.62619606296195,1.72743355890266
"1999","60111",-120.56,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,300,3.63955789878123,3.17559617101755,"co-dominant",5.62619606296195,1.72743355890266
"1966","152529",-43.68,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,322,2.68040490028189,2.55981994598097,"co-dominant",4.44617377422235,1.49204390029828
"1977","152529",-0.88,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,322,2.84368770764431,2.66464750830765,"co-dominant",4.44617377422235,1.49204390029828
"1999","152529",-852.39,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,322,3.20164827920157,2.89445819524741,"co-dominant",4.44617377422235,1.49204390029828
"1977","30483",-90.32,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,283,2.27295028786435,2.29823408480892,"co-dominant",6.93493718052542,1.93657199540211
"1999","30483",-117.3,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,283,2.59368631349148,2.50414661326153,"co-dominant",6.93493718052542,1.93657199540211
"1966","50557",53.54,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,279,2.74624474690018,2.60208912750991,"co-dominant",8.47503157321151,2.13712437871226
"1977","50557",5.86,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,279,2.87706134383631,2.68607338274291,"co-dominant",8.47503157321151,2.13712437871226
"1999","50557",-165.58,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,279,3.15525421657088,2.8646732070385,"co-dominant",8.47503157321151,2.13712437871226
"1966","40563",-231.91,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,3.18948820797361,2.88665142951906,"co-dominant",6.3356395753546,1.84619076769123
"1977","40563",94.27,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,3.27143032360309,2.93925826775318,"co-dominant",6.3356395753546,1.84619076769123
"1999","40563",551.6,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,3.44217936338378,3.04887915129238,"co-dominant",6.3356395753546,1.84619076769123
"1966","30233",-416.29,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,4.58000621232454,3.77936398831236,"co-dominant",6.54616057761143,1.87887870642453
"1977","30233",-127.34,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,4.59510974907347,3.78906045890517,"co-dominant",6.54616057761143,1.87887870642453
"1999","30233",-425.4,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,289,4.61553627198727,3.80217428661583,"co-dominant",6.54616057761143,1.87887870642453
"1966","30214",-12.83,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,1.92278773163446,2.07342972370932,"co-dominant",5.71261974149824,1.74267771731324
"1977","30214",-96.4,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,2.06483538929047,2.16462431992448,"co-dominant",5.71261974149824,1.74267771731324
"1999","30214",-38.44,"fagr","diffuse",9.44708098283297,30.6839321807413,-2.57164,0.61938469,293,2.30975929674205,2.32186546850839,"co-dominant",5.71261974149824,1.74267771731324
"1966","192697",-50.3,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,338,3.44606509682746,3.05137379216323,"co-dominant",4.9580033138593,1.60100310199908
"1977","192697",-224.6,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,338,3.52123370386265,3.09963203787982,"co-dominant",4.9580033138593,1.60100310199908
"1999","192697",254.93,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,338,3.59774203357578,3.14875038555565,"co-dominant",4.9580033138593,1.60100310199908
"1966","142178",-172.88,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,296,3.8338851471848,3.30035426449264,"co-dominant",10.7193308486063,2.37204873285543
"1977","142178",-324.44,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,296,3.87229163338249,3.32501122863156,"co-dominant",10.7193308486063,2.37204873285543
"1999","142178",-228.3,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,296,3.95155168086076,3.37589617911261,"co-dominant",10.7193308486063,2.37204873285543
"1966","171358",7.62,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,298,4.39610210391366,3.66129755071257,"co-dominant",7.35622858712251,1.99554738118075
"1977","171358",105.47,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,298,4.41884420169221,3.6758979774864,"co-dominant",7.35622858712251,1.99554738118075
"1999","171358",-105.96,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,298,4.46217717967236,3.70371774934965,"co-dominant",7.35622858712251,1.99554738118075
"1966","202536",-103.09,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,323,3.50625447719738,3.09001537436072,"co-dominant",5.60045113719761,1.72284715471016
"1977","202536",15.12,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,323,3.53872693235242,3.11086269057025,"co-dominant",5.60045113719761,1.72284715471016
"1999","202536",380.3,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,323,3.66383258430768,3.19118051912553,"co-dominant",5.60045113719761,1.72284715471016
"1966","182396",-192.69,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,313,3.38791912313069,3.0140440770499,"co-dominant",7.29291811316673,1.98690375579793
"1977","182396",-56.45,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,313,3.43838745533195,3.04644474632311,"co-dominant",7.29291811316673,1.98690375579793
"1999","182396",-121.25,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,313,3.5253828731287,3.10229580454862,"co-dominant",7.29291811316673,1.98690375579793
"1966","101292",11.8,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,285,3.84342154072424,3.30647662914496,"co-dominant",11.0724296294133,2.40445820135707
"1977","101292",-418.85,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,285,3.89801623284984,3.3415264214896,"co-dominant",11.0724296294133,2.40445820135707
"1999","101292",-272.19,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,285,3.97829497454126,3.39306537365549,"co-dominant",11.0724296294133,2.40445820135707
"1966","182678",-13.47,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,328,2.45960118765574,2.41806396247498,"co-dominant",4.795192450584,1.56761384320965
"1977","182678",4.06,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,328,2.53010308860363,2.46332618288353,"co-dominant",4.795192450584,1.56761384320965
"1999","182678",29.1,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,328,2.67253898410726,2.55477002779686,"co-dominant",4.795192450584,1.56761384320965
"1966","10539",140.35,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,291,3.68409044461594,3.20418606544344,"co-dominant",4.42683914541166,1.48768581819303
"1977","10539",-306.99,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,291,3.73178760121092,3.23480763997741,"co-dominant",4.42683914541166,1.48768581819303
"1999","10539",-179.81,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,291,3.81290705003615,3.28688632612321,"co-dominant",4.42683914541166,1.48768581819303
"1966","202775",-68.53,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,321,4.23118974997201,3.55542381948203,"co-dominant",6.45178431668543,1.86435673079618
"1977","202775",-779.47,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,321,4.27109610579224,3.58104369991862,"co-dominant",6.45178431668543,1.86435673079618
"1999","202775",-60.27,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,321,4.33998520102785,3.62527049905988,"co-dominant",6.45178431668543,1.86435673079618
"1966","132525",-234.08,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,327,3.80063692855883,3.27900890813477,"co-dominant",5.68569777620149,1.73795385954771
"1977","132525",-643.08,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,327,3.84244820761487,3.30585174928874,"co-dominant",5.68569777620149,1.73795385954771
"1999","132525",66.91,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,327,3.91459525512853,3.35217015379251,"co-dominant",5.68569777620149,1.73795385954771
"1966","40131",309.21,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,3.98456041640262,3.39708778733049,"co-dominant",6.98383308409766,1.94359791849478
"1977","40131",-698.07,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.02389085128438,3.42233792652457,"co-dominant",6.98383308409766,1.94359791849478
"1999","40131",-183.57,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.08501728130646,3.46158109459875,"co-dominant",6.98383308409766,1.94359791849478
"1966","140881",-274.04,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,295,4.00013645632188,3.40708760495865,"co-dominant",8.22176743837816,2.10678520278961
"1977","140881",-321.25,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,295,4.02655545966972,3.42404860510796,"co-dominant",8.22176743837816,2.10678520278961
"1999","140881",-114.81,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,295,4.08020792134668,3.45849348550457,"co-dominant",8.22176743837816,2.10678520278961
"1966","192260",467.53,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,310,3.71313083899065,3.222829998632,"co-dominant",5.56996665194505,1.7173890668378
"1977","192260",-1344.06,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,310,3.83447431824715,3.30073251231467,"co-dominant",5.56996665194505,1.7173890668378
"1999","192260",949.22,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,310,3.97935138904597,3.39374359176751,"co-dominant",5.56996665194505,1.7173890668378
"1966","20432",457.49,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,289,3.70575757314809,3.21809636196108,"co-dominant",9.96311317963306,2.29888959099348
"1977","20432",-630.41,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,289,3.82436648533165,3.29424328358292,"co-dominant",9.96311317963306,2.29888959099348
"1999","20432",528.52,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,289,3.95292737667051,3.37677937582247,"co-dominant",9.96311317963306,2.29888959099348
"1966","30039",62.15,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.35774797179141,3.63667419789009,"co-dominant",5.4617859281424,1.69777582933991
"1977","30039",-1068.13,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.41354540537183,3.67249615024871,"co-dominant",5.4617859281424,1.69777582933991
"1999","30039",-194.51,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,292,4.49697935127811,3.72606074352055,"co-dominant",5.4617859281424,1.69777582933991
"1966","30109",905,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,293,3.34193565108311,2.98452268799536,"co-dominant",5.22837291511518,1.65410012357677
"1977","30109",-5278.22,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,293,3.59738198124119,3.14851923195685,"co-dominant",5.22837291511518,1.65410012357677
"1999","30109",-1201.31,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,293,3.87713075052234,3.32811794183534,"co-dominant",5.22837291511518,1.65410012357677
"1966","40853",103.48,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,281,3.6789498129202,3.20088577989477,"co-dominant",12.8624239407822,2.5543101878896
"1977","40853",-58.81,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,281,3.70657677823288,3.21862229162551,"co-dominant",12.8624239407822,2.5543101878896
"1999","40853",-17.55,"fram","ring",13.0640848029918,43.2771275139141,-2.10121333333333,0.564523481666667,281,3.73959494471008,3.23981995450387,"co-dominant",12.8624239407822,2.5543101878896
"1966","112323",-570.12,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,316,3.92812605798661,3.36085692922741,"co-dominant",5.78069852265538,1.75452452705279
"1977","112323",-872.84,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,316,3.97934764242888,3.39374118643934,"co-dominant",5.78069852265538,1.75452452705279
"1999","112323",-834.12,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,316,4.06075496526692,3.44600468770136,"co-dominant",5.78069852265538,1.75452452705279
"1966","10122",-993.46,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,294,4.20209254033959,3.53674341089801,"co-dominant",4.98121664219899,1.60567416686124
"1977","10122",279.39,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,294,4.23254001279306,3.55629068821315,"co-dominant",4.98121664219899,1.60567416686124
"1999","10122",-109.89,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,294,4.28654584051855,3.59096242961291,"co-dominant",4.98121664219899,1.60567416686124
"1966","162575",-463.65,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,331,3.82712592178505,3.296014841786,"co-dominant",5.57924600220913,1.71905364221088
"1977","162575",-726.74,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,331,3.85200530276902,3.31198740437771,"co-dominant",5.57924600220913,1.71905364221088
"1999","162575",-618.47,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,331,3.88479719153901,3.33303979696805,"co-dominant",5.57924600220913,1.71905364221088
"1966","10010",-86.47,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,296,3.71880398414082,3.22647215781841,"co-dominant",5.10319912845256,1.6298676231611
"1977","10010",-1395.38,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,296,3.8021708400347,3.27999367930228,"co-dominant",5.10319912845256,1.6298676231611
"1999","10010",-2364.28,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,296,3.96007513019292,3.38136823358385,"co-dominant",5.10319912845256,1.6298676231611
"1966","30315",-376.65,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,288,2.83677800745624,2.66021148078691,"co-dominant",7.48314611473523,2.01265330713173
"1977","30315",-576.37,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,288,2.94887691872786,2.73217898182329,"co-dominant",7.48314611473523,2.01265330713173
"1999","30315",-385.47,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,288,3.10910377725958,2.83504462500065,"co-dominant",7.48314611473523,2.01265330713173
"1966","10296",-743.82,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,289,3.92245025617459,3.35721306446409,"co-dominant",5.41477264710473,1.68913089381063
"1977","10296",-4.4,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,289,3.94281142364611,3.37028493398081,"co-dominant",5.41477264710473,1.68913089381063
"1999","10296",127.61,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,289,3.9792533355146,3.39368064140037,"co-dominant",5.41477264710473,1.68913089381063
"1966","161554",-795.61,"juni","diffuse",24.6423058053375,72.1315352567572,-2.75936,1.09301831,298,3.4988438710564,3.08525776521821,"co-dominant",8.41232322032701,2.12969768082161
