"year","tree","resist.value","sp","rp","PLA_dry_percent","LMA_g_per_m2","mean_TLP_Mpa","WD_g_per_cm3","elev.m","dbh_old.mm","dbh_old.cm","dbh.ln.cm","height.ln.m","height.m","position_all","TWI","TWI.ln"
"1977","190018",0.64,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,335,641.416860560603,64.1416860560603,4.16109448104237,3.5104226568292,33.4624079107488,"co-dominant",5.45254595717789,1.69608264770148
"1999","190018",0.49,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,335,737.267520941553,73.7267520941553,4.30036571968386,3.59983479203704,36.5921886233401,"co-dominant",5.45254595717789,1.69608264770148
"1966","190438",0.5,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,332,567.442367686305,56.7442367686305,4.03855409646669,3.43175172993162,30.9307776900241,"co-dominant",5.75260644938781,1.74965304764758
"1977","190438",0.59,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,332,610.457638855807,61.0457638855807,4.11162381052571,3.4786624863575,32.4163357761075,"co-dominant",5.75260644938781,1.74965304764758
"1999","190438",0.91,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,332,658.957399823935,65.8957399823935,4.18807379575271,3.52774337687324,34.047049500497,"co-dominant",5.75260644938781,1.74965304764758
"1966","200038",0.72,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,337,699.15686298126,69.915686298126,4.24729003462322,3.56576020222811,35.3663287495522,"dominant",4.74123962539657,1.55629862586072
"1977","200038",0.74,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,337,766.031037332202,76.6031037332202,4.33863759463613,3.6244053357564,37.5024151820226,"dominant",4.74123962539657,1.55629862586072
"1999","200038",0.52,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,337,870.879415004696,87.0879415004696,4.46691842996267,3.70676163203604,40.7217208551635,"dominant",4.74123962539657,1.55629862586072
"1966","200389",0.96,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,336,186.358556690263,18.6358556690263,2.92508744918461,2.71690614237652,15.1334290670624,"co-dominant",4.84185566557329,1.57729804922673
"1977","200389",1.86,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,336,204.322626504817,20.4322626504817,3.01711515406669,2.77598792891081,16.0544798484108,"co-dominant",4.84185566557329,1.57729804922673
"1999","200389",0.9,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,336,291.56966724936,29.156966724936,3.37269387995122,3.00426947092868,20.1714748633944,"co-dominant",4.84185566557329,1.57729804922673
"1966","190075",0.09,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,335,482.054598310387,48.2054598310387,3.87547228914436,3.32705320963068,27.8561344502291,"co-dominant",5.60394961256625,1.72347163710069
"1977","190075",1.07,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,335,483.19686993288,48.319686993288,3.87783907581766,3.32857268667494,27.8984933806293,"co-dominant",5.60394961256625,1.72347163710069
"1999","190075",0.15,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,335,495.235263143815,49.5235263143815,3.90244783574373,3.34437151054748,28.3427569440057,"co-dominant",5.60394961256625,1.72347163710069
"1966","82368",0.81,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,304,965.378091273643,96.5378091273643,4.56993473603827,3.77289810053657,43.5059669754372,"dominant",7.12545216087706,1.96367318531687
"1977","82368",0.46,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,304,968.59185189083,96.859185189083,4.57325822468576,3.77503178024826,43.5988938773777,"dominant",7.12545216087706,1.96367318531687
"1999","82368",0.5,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,304,974.696872300187,97.4696872300187,4.57954142945938,3.77906559771292,43.7751190480693,"dominant",7.12545216087706,1.96367318531687
"1966","130579",0.42,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,322,541.200665456694,54.1200665456694,3.99120503289661,3.40135363111962,30.0046878499515,"co-dominant",6.78806833370122,1.91516641416003
"1977","130579",0.43,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,322,586.76089157714,58.676089157714,4.07203230411639,3.45324473924272,31.6027688706359,"co-dominant",6.78806833370122,1.91516641416003
"1999","130579",0.53,"litu","diffuse",19.5572086396417,46.9191889280486,-1.92129333333333,0.403782757666667,322,651.509517511587,65.1509517511587,4.17670691207748,3.52044583755374,33.799494188974,"co-dominant",6.78806833370122,1.91516641416003
"1966","100990",0.79,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,297,513.17327063746,51.317327063746,3.93802845467603,3.36721426790201,28.9976347960073,"co-dominant",5.07009545516652,1.62335964487488
"1977","100990",1.14,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,297,540.838294008933,54.0838294008933,3.99053523915556,3.40092362353787,29.9917883803216,"co-dominant",5.07009545516652,1.62335964487488
"1999","100990",1.02,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,297,590.558003918356,59.0558003918356,4.07848276630082,3.45738593596513,31.7339135139634,"co-dominant",5.07009545516652,1.62335964487488
"1966","90546",0.69,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,294,536.946189831642,53.6946189831642,3.98331279133872,3.39628681203946,29.8530440253956,"dominant",5.32691011370071,1.67277135407384
"1977","90546",0.83,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,294,565.193321395378,56.5193321395378,4.03458274139014,3.42920211997247,30.8520167187255,"dominant",5.32691011370071,1.67277135407384
"1999","90546",0.94,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,294,616.048533116904,61.6048533116904,4.12074065496334,3.48451550048647,32.6066253880668,"dominant",5.32691011370071,1.67277135407384
"1966","60315",0.88,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,415.253015158194,41.5253015158194,3.72630291654029,3.23128647241887,25.3121994804467,"co-dominant",5.35362197576421,1.67777333665927
"1977","60315",0.84,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,445.201331205246,44.5201331205246,3.79594151653146,3.2759944536132,26.469535121377,"co-dominant",5.35362197576421,1.67777333665927
"1999","60315",0.87,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,499.510304029298,49.9510304029298,3.91104313356908,3.34988969175135,28.4995897305402,"co-dominant",5.35362197576421,1.67777333665927
"1966","80745",1.23,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,471.404605722129,47.1404605722129,3.853131667766,3.31271053070577,27.4594543852695,"co-dominant",5.4585381812934,1.69718102154626
"1977","80745",0.9,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,515.877140363807,51.5877140363807,3.94328354406705,3.37058803529105,29.0956312863709,"co-dominant",5.4585381812934,1.69718102154626
"1999","80745",1.06,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,576.713351642958,57.6713351642958,4.05476025915915,3.44215608638017,31.2542724857196,"co-dominant",5.4585381812934,1.69718102154626
"1966","70471",1.12,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,275.139248588717,27.5139248588717,3.31469223502074,2.96703241488332,19.4341614090979,"co-dominant",5.87973524814135,1.77151173507054
"1977","70471",0.67,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,290.916730646946,29.0916730646946,3.37045198424945,3.00283017388815,20.1424630026713,"co-dominant",5.87973524814135,1.77151173507054
"1999","70471",1.12,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,322.351393865134,32.2351393865134,3.47305714282686,3.06870268569484,21.5139741764393,"co-dominant",5.87973524814135,1.77151173507054
"1966","80451",0.73,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,466.675270591108,46.6675270591108,3.84304857075218,3.3062371824229,27.2822738676931,"co-dominant",6.29460501315686,1.83969291940487
"1977","80451",0.77,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,492.871167227402,49.2871167227402,3.89766272281521,3.34129946804736,28.2558203948618,"co-dominant",6.29460501315686,1.83969291940487
"1999","80451",0.87,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,524.272833692214,52.4272833692214,3.95942713080795,3.38095221797871,29.3987518093386,"co-dominant",6.29460501315686,1.83969291940487
"1966","50322",0.87,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,429.338412209165,42.9338412209165,3.75966035461191,3.25270194766084,25.8601182921116,"co-dominant",5.4168494061706,1.68951435606238
"1977","50322",0.49,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,452.62789728912,45.262789728912,3.8124852761519,3.28661554728952,26.7521688160118,"co-dominant",5.4168494061706,1.68951435606238
"1999","50322",0.61,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,485.316331227049,48.5316331227049,3.88221581466845,3.33138255301714,27.9769946555733,"co-dominant",5.4168494061706,1.68951435606238
"1966","101212",0.75,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,644.193014964779,64.4193014964779,4.16541330088366,3.51319533916731,33.5553172827188,"co-dominant",5.77347082094261,1.75327342843365
"1977","101212",0.8,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,655.247910257405,65.5247910257405,4.18242855997494,3.52411913550391,33.9238781114381,"co-dominant",5.77347082094261,1.75327342843365
"1999","101212",0.91,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,678.592865430495,67.8592865430495,4.21743624564107,3.54659406970157,34.6949474492599,"co-dominant",5.77347082094261,1.75327342843365
"1966","70519",0.57,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,458.548258909952,45.8548258909952,3.8254804470567,3.2949584470104,26.9762931009835,"co-dominant",7.22427842618228,1.97744735720229
"1977","70519",0.36,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,485.895933246369,48.5895933246369,3.88340937885484,3.3321488212248,27.9984407528056,"co-dominant",7.22427842618228,1.97744735720229
"1999","70519",0.94,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,520.512150152727,52.0512150152727,3.95222813802143,3.37633046460976,29.2631915335059,"co-dominant",7.22427842618228,1.97744735720229
"1966","70536",0.44,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,474.862429714715,47.4862429714715,3.86044004743891,3.31740251045578,27.58859631794,"dominant",7.40451285704039,2.0020896598759
"1977","70536",0.4,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,503.790384644998,50.3790384644998,3.91957518508333,3.3553672688235,28.6561267602438,"dominant",7.40451285704039,2.0020896598759
"1999","70536",1.05,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,291,549.008134217181,54.9008134217181,4.00552816483046,3.41054908182116,30.281866918018,"dominant",7.40451285704039,2.0020896598759
"1966","60078",0.9,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,304,456.70709794562,45.670709794562,3.82145716888831,3.29237550242629,26.9067047409467,"co-dominant",5.44285669676944,1.69430405111897
"1977","60078",0.94,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,304,486.638224442198,48.6638224442198,3.88493588840538,3.33312884035626,28.0258932101637,"co-dominant",5.44285669676944,1.69430405111897
"1999","60078",1.01,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,304,548.16476323082,54.816476323082,4.00399081159392,3.4095621010433,30.2519940418545,"co-dominant",5.44285669676944,1.69430405111897
"1966","70371",0.92,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,457.439498971865,45.7439498971865,3.82305954029225,3.29340422486762,26.9343985140966,"co-dominant",6.41396986371211,1.85847840274295
"1977","70371",0.74,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,487.390677000984,48.7390677000984,3.88648091998987,3.3341207506335,28.0537061733694,"co-dominant",6.41396986371211,1.85847840274295
"1999","70371",0.94,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,537.63722816953,53.763722816953,3.98459894264455,3.3971125211778,29.8777041362932,"co-dominant",6.41396986371211,1.85847840274295
"1966","60121",0.8,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,300,592.528405494769,59.2528405494769,4.08181372062939,3.45952440864407,31.8018482333906,"co-dominant",4.94070690836471,1.59750841982142
"1977","60121",0.82,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,300,617.429522521161,61.7429522521161,4.12297983542538,3.4859530543431,32.6535328760872,"co-dominant",4.94070690836471,1.59750841982142
"1999","60121",0.87,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,300,663.62215374466,66.362215374466,4.19512784894924,3.53227207902541,34.2015881123961,"co-dominant",4.94070690836471,1.59750841982142
"1966","80089",0.64,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,310,417.74667578687,41.774667578687,3.73229011702758,3.23513025513171,25.4096813046873,"co-dominant",4.87246755852155,1.58360049430077
"1977","80089",0.89,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,310,440.185417676869,44.0185417676869,3.78461094896368,3.26872022923468,26.277688397719,"co-dominant",4.87246755852155,1.58360049430077
"1999","80089",0.78,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,310,489.383625464994,48.9383625464994,3.89056159906695,3.33674054660098,28.1272975147348,"co-dominant",4.87246755852155,1.58360049430077
"1966","60377",1.12,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,376.817608719271,37.6817608719271,3.62917618088607,3.16893110812886,23.7820503254638,"co-dominant",6.96266233730763,1.94056192093242
"1977","60377",0.58,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,384.751072392806,38.4751072392806,3.65001146696682,3.1823073617927,24.1023021731873,"co-dominant",6.96266233730763,1.94056192093242
"1999","60377",0.72,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,416.087638778307,41.6087638778307,3.72831081521954,3.23257554337095,25.3448497412603,"co-dominant",6.96266233730763,1.94056192093242
"1966","90558",0.89,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,295,366.377140928381,36.6377140928381,3.6010781495638,3.15089217201996,23.3568936549947,"dominant",5.20318251724368,1.64927046092482
"1977","90558",0.82,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,295,380.16833246005,38.016833246005,3.63802904179767,3.1746146448341,23.9176013210569,"dominant",5.20318251724368,1.64927046092482
"1999","90558",0.97,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,295,392.459448768661,39.2459448768661,3.66984812365195,3.19504249538455,24.4112110340541,"dominant",5.20318251724368,1.64927046092482
"1966","70559",0.86,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,290,473.662378925816,47.3662378925816,3.85790969416135,3.31577802365159,27.5438153901363,"co-dominant",6.14091769297339,1.81497419238713
"1977","70559",1.19,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,290,513.549377878833,51.3549377878833,3.93876109120399,3.36768462055296,29.0112771185048,"co-dominant",6.14091769297339,1.81497419238713
"1999","70559",1.02,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,290,566.158454547961,56.6158454547961,4.03628890106077,3.43029747448102,30.8858291292435,"co-dominant",6.14091769297339,1.81497419238713
"1966","90283",0.8,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,313,379.55727290179,37.955727290179,3.63642040919211,3.17358190270134,23.8929133568026,"co-dominant",5.03985463528484,1.61737723946194
"1977","90283",0.69,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,313,402.131702767216,40.2131702767216,3.69419456079357,3.21067290802947,24.7957658819795,"co-dominant",5.03985463528484,1.61737723946194
"1999","90283",1.07,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,313,437.702763893665,43.7702763893665,3.77895496576743,3.26508908802269,26.1824434290396,"co-dominant",5.03985463528484,1.61737723946194
"1966","50314",0.89,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,378.324949575595,37.8324949575595,3.63316838829574,3.17149410528586,23.8430818312141,"co-dominant",5.4168494061706,1.68951435606238
"1977","50314",0.43,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,392.724183664498,39.2724183664498,3.6705224497457,3.19547541273674,24.4217813587721,"co-dominant",5.4168494061706,1.68951435606238
"1999","50314",0.49,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,296,410.967764950651,41.0967764950651,3.71592968764933,3.22462685947087,25.1441900887451,"co-dominant",5.4168494061706,1.68951435606238
"1966","162295",0.87,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,310,420.586279254831,42.0586279254831,3.7390645479042,3.23947943975449,25.5204333658917,"co-dominant",5.20830285189416,1.65025405450091
"1977","162295",0.95,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,310,438.333610535646,43.8333610535646,3.78039519535022,3.26601371541484,26.2066636290322,"co-dominant",5.20830285189416,1.65025405450091
"1999","162295",0.87,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,310,487.756732455271,48.7756732455271,3.88723168950007,3.33460274465904,28.0672311513568,"co-dominant",5.20830285189416,1.65025405450091
"1966","112142",0.93,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,302,318.252510320705,31.8252510320705,3.46026003230146,3.06048694073754,21.3379449473539,"co-dominant",4.67325450772831,1.54185572569087
"1977","112142",0.78,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,302,327.642693864756,32.7642693864756,3.48933857364604,3.07915536428075,21.7400322314803,"co-dominant",4.67325450772831,1.54185572569087
"1999","112142",0.89,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,302,353.479118176567,35.3479118176567,3.56523931896148,3.12788364277327,22.825621220324,"co-dominant",4.67325450772831,1.54185572569087
"1966","180996",0.56,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,300,574.183934882806,57.4183934882806,4.05036469604099,3.43933413485832,31.1661987722362,"co-dominant",6.90351435750358,1.93203060911459
"1977","180996",0.95,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,300,591.126783439573,59.1126783439573,4.07944542499158,3.45800396284459,31.7535319872531,"co-dominant",6.90351435750358,1.93203060911459
"1999","180996",0.63,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,300,614.09887166316,61.409887166316,4.11757085095672,3.48248048631421,32.5403379141434,"co-dominant",6.90351435750358,1.93203060911459
"1977","142363",1.29,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,317,424.29081071103,42.429081071103,3.74783400145208,3.24510942893224,25.6645183474107,"co-dominant",4.86131014776594,1.58130797931247
"1999","142363",0.92,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,317,458.385506199489,45.8385506199489,3.82512545366815,3.29473054125496,26.9701457490603,"co-dominant",4.86131014776594,1.58130797931247
"1966","142539",0.87,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,312,499.733971633664,49.9733971633664,3.91149080710306,3.35017709816017,28.5077818724581,"co-dominant",5.19306656464982,1.64732438292943
"1977","142539",0.62,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,312,525.492480564289,52.5492480564289,3.96175078811362,3.38244400596894,29.4426412429413,"co-dominant",5.19306656464982,1.64732438292943
"1999","142539",0.86,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,312,567.865193226908,56.7865193226908,4.03929896169037,3.43222993340522,30.9455724325234,"co-dominant",5.19306656464982,1.64732438292943
"1966","162398",0.63,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,312,469.614612262504,46.9614612262504,3.849327291438,3.3102681211032,27.3924689863875,"co-dominant",4.8767889723114,1.58448700581253
"1977","162398",0.49,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,312,486.139974946151,48.613997494615,3.88391150373078,3.33247118539516,28.0074679018668,"co-dominant",4.8767889723114,1.58448700581253
"1999","162398",0.55,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,312,510.814939134731,51.0814939134731,3.93342227728077,3.36425710201426,28.9120106443707,"co-dominant",4.8767889723114,1.58448700581253
"1966","72232",0.89,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,297,650.334750211751,65.0334750211751,4.17490213765425,3.51928717237403,33.7603545712002,"co-dominant",6.19296630073333,1.82341418043189
"1977","72232",0.92,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,297,667.712636023951,66.7712636023951,4.20127280239334,3.53621713913653,34.3367819319267,"co-dominant",6.19296630073333,1.82341418043189
"1999","72232",0.9,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,297,697.803530793105,69.7803530793105,4.2453524956385,3.56451630219992,35.3223639218176,"co-dominant",6.19296630073333,1.82341418043189
"1966","92046",1.01,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,477.34383187202,47.734383187202,3.86565195976186,3.32074855816711,27.6810636913578,"co-dominant",5.92897730570835,1.7798517370418
"1977","92046",0.77,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,502.407769713799,50.2407769713799,3.91682698723502,3.35360292580488,28.6056120987529,"co-dominant",5.92897730570835,1.7798517370418
"1999","92046",0.95,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,543.226318669873,54.3226318669873,3.99494093323628,3.40375207913769,30.0767389048732,"co-dominant",5.92897730570835,1.7798517370418
"1966","52111",1.1,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,284,417.614361505189,41.7614361505189,3.7319733335606,3.23492688014591,25.4045141365669,"co-dominant",7.83089420286402,2.05807670563591
"1977","52111",0.58,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,284,455.893310475895,45.5893310475895,3.81967372089088,3.29123052881195,26.8759149041084,"co-dominant",7.83089420286402,2.05807670563591
"1999","52111",0.75,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,284,481.096294654004,48.1096294654004,3.87348235386089,3.32577567117869,27.8205698897289,"co-dominant",7.83089420286402,2.05807670563591
"1966","60016",0.89,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,298,462.433873944118,46.2433873944118,3.83391847848054,3.3003756631845,27.1228260542809,"co-dominant",5.5411624386787,1.712204305225
"1977","60016",0.6,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,298,478.228575031909,47.8228575031909,3.86750371564412,3.32193738544353,27.7139912636341,"co-dominant",5.5411624386787,1.712204305225
"1999","60016",1.2,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,298,490.380081256779,49.0380081256779,3.89259567346369,3.33804642236369,28.1640522641749,"co-dominant",5.5411624386787,1.712204305225
"1966","132206",0.9,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,303,414.011238105482,41.4011238105482,3.72330802564517,3.2293637524642,25.2635779671649,"co-dominant",4.7871198953533,1.56592895612833
"1977","132206",0.72,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,303,430.366204052479,43.0366204052479,3.7620513905876,3.25423699275724,25.8998452234027,"co-dominant",4.7871198953533,1.56592895612833
"1999","132206",0.91,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,303,455.242274004515,45.5242274004515,3.81824465458447,3.29031306824323,26.8512686196615,"co-dominant",4.7871198953533,1.56592895612833
"1966","82058",0.82,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,133.913052664628,13.3913052664628,2.59460563564391,2.50473681808339,12.2403371064725,"co-dominant",4.28878108925309,1.45600256418858
"1977","82058",0.97,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,148.366560242067,14.8366560242067,2.69710087705137,2.57053876306698,13.0728657212036,"co-dominant",4.28878108925309,1.45600256418858
"1999","82058",1.01,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,289,179.878379413628,17.9878379413628,2.88969585960408,2.69418474186582,14.7934533525696,"co-dominant",4.28878108925309,1.45600256418858
"1966","32138",0.95,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,275,590.35486762473,59.035486762473,4.0781387336452,3.45716506700022,31.7269052513154,"co-dominant",7.37177286448108,1.99765822876334
"1977","32138",1,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,275,601.455691724723,60.1455691724723,4.0967677767394,3.46912491266669,32.1086322897201,"co-dominant",7.37177286448108,1.99765822876334
"1999","32138",0.88,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,275,618.048931301514,61.8048931301514,4.12398253819261,3.48659678951966,32.6745598710205,"co-dominant",7.37177286448108,1.99765822876334
"1966","102371",0.83,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,311,700.817307354995,70.0817307354995,4.24966214289138,3.56728309573627,35.4202289337154,"co-dominant",6.14033479155846,1.814879266985
"1977","102371",0.74,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,311,716.940359693298,71.6940359693298,4.27240756380182,3.58188565596077,35.9412498210474,"co-dominant",6.14033479155846,1.814879266985
"1999","102371",0.88,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,311,752.933921064479,75.293392106448,4.32139237672478,3.61333390585731,37.0894998208296,"co-dominant",6.14033479155846,1.814879266985
"1966","172036",1.18,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,301,423.242571464687,42.3242571464687,3.74536037668901,3.24352136183434,25.6237937155226,"co-dominant",5.74309719906655,1.74799864652852
"1977","172036",0.88,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,301,447.581985391729,44.7581985391729,3.80127463551969,3.27941831600364,26.5603184933716,"co-dominant",5.74309719906655,1.74799864652852
"1999","172036",0.91,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,301,472.584351322032,47.2584351322032,3.85563115932319,3.31431520428549,27.5035532188887,"co-dominant",5.74309719906655,1.74799864652852
"1966","70069",0.53,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,306,557.543034497352,55.7543034497352,4.02095459928459,3.4204528527407,30.5832615994181,"dominant",5.17439670143025,1.64372275292175
"1977","70069",0.89,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,306,583.265162061466,58.3265162061466,4.06605681338867,3.44940847419552,31.4817645237971,"dominant",5.17439670143025,1.64372275292175
"1999","70069",0.61,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,306,635.888472020202,63.5888472020202,4.15243809651018,3.50486525795954,33.2769597448552,"dominant",5.17439670143025,1.64372275292175
"1966","90752",0.83,"qual","ring",8.52441666668513,75.8048078175039,-2.58412,0.611091343,285,401.561591290056,40.1561591290056,3.69277583159176,3.20976208388191,24.7731915818264,"co-dominant",11.4141513564485,2.4348539326231
